date,season,country,league,team1,team2,home,draw,away,over,under,yes,no,link,result,amount,both
25.02.2020,2020,scotland,championship-2019-2020,Dunfermline,Inverness,2.32,3.32,2.99,2.04,1.78,1.77,1.97,https://www.oddsportal.com/soccer/scotland/championship-2019-2020/dunfermline-inverness-Kr47X2dm/#1X2;2,2,3,1
03.03.2020,2020,scotland,championship-2019-2020,Ayr,Dundee Utd,3.01,3.24,2.37,2.13,1.73,1.83,1.91,https://www.oddsportal.com/soccer/scotland/championship-2019-2020/ayr-dundee-utd-Aoxgq0ea/#1X2;2,0,0,0
29.02.2020,2020,scotland,championship-2019-2020,Queen of South,Morton,2.37,3.39,2.9,1.93,1.89,1.71,2.07,https://www.oddsportal.com/soccer/scotland/championship-2019-2020/queen-of-south-morton-SMnlpttg/#1X2;2,2,4,0
14.02.2020,2020,scotland,championship-2019-2020,Alloa,Dundee Utd,7.48,4.96,1.37,1.60,2.34,1.81,1.92,https://www.oddsportal.com/soccer/scotland/championship-2019-2020/alloa-dundee-utd-84zkFLtJ/#1X2;2,0,0,0
03.03.2020,2020,scotland,championship-2019-2020,Dundee FC,Alloa,1.31,5.18,9.19,1.74,2.11,2.06,1.71,https://www.oddsportal.com/soccer/scotland/championship-2019-2020/dundee-fc-alloa-lxycrKA5/#1X2;2,0,0,0
15.02.2020,2020,scotland,championship-2019-2020,Arbroath,Queen of South,2.42,3.25,2.92,2.14,1.71,1.83,1.9,https://www.oddsportal.com/soccer/scotland/championship-2019-2020/arbroath-queen-of-south-M7OWw5JJ/#1X2;2,1,2,0
30.08.2019,2019,scotland,championship-2019-2020,Inverness,Morton,1.69,3.95,4.59,1.72,2.15,1.73,2.1,https://www.oddsportal.com/soccer/scotland/championship-2019-2020/inverness-morton-K2xXJU9c/#1X2;2,1,5,0
10.08.2019,2019,scotland,championship-2019-2020,Dundee FC,Ayr,2.36,3.4,2.97,1.97,1.89,1.76,2.08,https://www.oddsportal.com/soccer/scotland/championship-2019-2020/dundee-fc-ayr-8hfBqlYp/#1X2;2,1,1,0
03.03.2020,2020,scotland,championship-2019-2020,Partick Thistle,Queen of South,1.85,3.68,4.01,1.80,2.02,1.69,2.08,https://www.oddsportal.com/soccer/scotland/championship-2019-2020/partick-queen-of-south-zgZ4tbuI/#1X2;2,0,0,0
21.09.2019,2019,scotland,championship-2019-2020,Morton,Dundee FC,2.93,3.49,2.3,1.78,2.05,1.62,2.26,https://www.oddsportal.com/soccer/scotland/championship-2019-2020/morton-dundee-fc-4EjJVR89/#1X2;2,1,1,0
09.08.2019,2019,scotland,championship-2019-2020,Partick Thistle,Dundee Utd,3.2,3.41,2.22,2.00,1.86,1.77,2.06,https://www.oddsportal.com/soccer/scotland/championship-2019-2020/partick-dundee-utd-tbbf6Bub/#1X2;2,2,3,1
03.08.2019,2019,scotland,championship-2019-2020,Ayr,Morton,2.14,3.36,3.42,2.09,1.75,1.87,1.92,https://www.oddsportal.com/soccer/scotland/championship-2019-2020/ayr-morton-O2TZ2xZ5/#1X2;2,1,6,1
24.08.2019,2019,scotland,championship-2019-2020,Ayr,Queen of South,2.12,3.45,3.35,1.93,1.89,1.75,2.06,https://www.oddsportal.com/soccer/scotland/championship-2019-2020/ayr-queen-of-south-GGj739PG/#1X2;2,1,1,0
25.02.2020,2020,scotland,championship-2019-2020,Ayr,Morton,1.89,3.59,3.88,1.84,1.98,1.72,2.04,https://www.oddsportal.com/soccer/scotland/championship-2019-2020/ayr-morton-zBSzwPYP/#1X2;2,2,3,1
19.10.2019,2019,scotland,championship-2019-2020,Queen of South,Dundee Utd,4.56,3.79,1.74,1.88,1.94,1.8,1.99,https://www.oddsportal.com/soccer/scotland/championship-2019-2020/queen-of-south-dundee-utd-ltPuZ0F1/#1X2;2,1,4,0
31.08.2019,2019,scotland,championship-2019-2020,Partick Thistle,Ayr,2.53,3.35,2.74,1.98,1.85,1.76,2.05,https://www.oddsportal.com/soccer/scotland/championship-2019-2020/partick-ayr-xvXyJlP3/#1X2;2,2,5,1
01.02.2020,2020,scotland,championship-2019-2020,Dundee Utd,Arbroath,1.44,4.14,7.6,1.91,1.90,1.98,1.77,https://www.oddsportal.com/soccer/scotland/championship-2019-2020/dundee-utd-arbroath-2oIyKqSm/#1X2;2,2,1,0
01.02.2020,2020,scotland,championship-2019-2020,Queen of South,Dunfermline,3.14,3.22,2.3,2.17,1.69,1.85,1.88,https://www.oddsportal.com/soccer/scotland/championship-2019-2020/queen-of-south-dunfermline-UDyoG1RC/#1X2;2,2,5,1
03.08.2019,2019,scotland,championship-2019-2020,Arbroath,Queen of South,2.36,3.36,2.99,2.02,1.81,1.78,2.03,https://www.oddsportal.com/soccer/scotland/championship-2019-2020/arbroath-queen-of-south-tvvV3IJa/#1X2;2,0,0,0
19.10.2019,2019,scotland,championship-2019-2020,Inverness,Alloa,1.44,4.72,6.54,1.60,2.36,1.75,2.06,https://www.oddsportal.com/soccer/scotland/championship-2019-2020/inverness-alloa-fJPyzs0e/#1X2;2,0,4,1
13.09.2019,2019,scotland,championship-2019-2020,Arbroath,Partick Thistle,2.65,3.47,2.53,1.85,1.98,1.67,2.19,https://www.oddsportal.com/soccer/scotland/championship-2019-2020/arbroath-partick-AiVqHSgG/#1X2;2,0,2,1
03.03.2020,2020,scotland,championship-2019-2020,Inverness,Morton,1.95,3.63,3.61,1.75,2.09,1.65,2.16,https://www.oddsportal.com/soccer/scotland/championship-2019-2020/inverness-morton-d2z1svQB/#1X2;2,1,5,1
05.10.2019,2019,scotland,championship-2019-2020,Ayr,Inverness,2.22,3.44,3.14,1.90,1.92,1.71,2.12,https://www.oddsportal.com/soccer/scotland/championship-2019-2020/ayr-inverness-IHGhpRN2/#1X2;2,2,2,0
28.09.2019,2019,scotland,championship-2019-2020,Arbroath,Ayr,2.94,3.43,2.33,1.88,1.94,1.69,2.15,https://www.oddsportal.com/soccer/scotland/championship-2019-2020/arbroath-ayr-0tpST5wM/#1X2;2,2,3,0
24.08.2019,2019,scotland,championship-2019-2020,Dundee FC,Inverness,2.21,3.31,3.26,2.06,1.78,1.82,1.98,https://www.oddsportal.com/soccer/scotland/championship-2019-2020/dundee-fc-inverness-pjeB2TvN/#1X2;2,0,0,0
25.01.2020,2020,scotland,championship-2019-2020,Ayr,Inverness,2.61,3.33,2.63,1.99,1.83,1.73,2.02,https://www.oddsportal.com/soccer/scotland/championship-2019-2020/ayr-inverness-AmwcRRZD/#1X2;2,1,1,0
10.03.2020,2020,scotland,championship-2019-2020,Partick Thistle,Dunfermline,2.52,3.17,2.85,2.25,1.64,1.88,1.86,https://www.oddsportal.com/soccer/scotland/championship-2019-2020/partick-dunfermline-8IFNTKeC/#1X2;2,0,2,1
21.09.2019,2019,scotland,championship-2019-2020,Inverness,Queen of South,1.7,3.81,4.77,1.87,1.95,1.82,1.97,https://www.oddsportal.com/soccer/scotland/championship-2019-2020/inverness-queen-of-south-AiiFW7g3/#1X2;2,1,2,0
25.01.2020,2020,scotland,championship-2019-2020,Dundee Utd,Morton,1.38,4.7,7.73,1.76,2.07,1.97,1.78,https://www.oddsportal.com/soccer/scotland/championship-2019-2020/dundee-utd-morton-lvx1QokK/#1X2;2,0,2,1
22.02.2020,2020,scotland,championship-2019-2020,Queen of South,Dundee FC,2.96,3.28,2.38,2.05,1.78,1.78,1.96,https://www.oddsportal.com/soccer/scotland/championship-2019-2020/queen-of-south-dundee-fc-2uFRSvBI/#1X2;2,2,1,0
30.08.2019,2019,scotland,championship-2019-2020,Dundee Utd,Dundee FC,1.83,3.65,4.13,1.89,1.93,1.78,2.02,https://www.oddsportal.com/soccer/scotland/championship-2019-2020/dundee-utd-dundee-fc-tCwTKAfi/#1X2;2,1,8,1
05.10.2019,2019,scotland,championship-2019-2020,Dundee FC,Arbroath,1.67,3.82,5.0,1.94,1.88,1.87,1.91,https://www.oddsportal.com/soccer/scotland/championship-2019-2020/dundee-fc-arbroath-d8Fdqow9/#1X2;2,1,2,0
10.03.2020,2020,scotland,championship-2019-2020,Dundee FC,Ayr,2.06,3.22,3.74,2.37,1.59,2.02,1.74,https://www.oddsportal.com/soccer/scotland/championship-2019-2020/dundee-fc-ayr-6J2c6Qcl/#1X2;2,1,2,0
28.09.2019,2019,scotland,championship-2019-2020,Dunfermline,Alloa,1.55,4.09,5.89,1.92,1.91,1.95,1.83,https://www.oddsportal.com/soccer/scotland/championship-2019-2020/dunfermline-alloa-dCVcOq1q/#1X2;2,0,2,1
05.10.2019,2019,scotland,championship-2019-2020,Partick Thistle,Queen of South,1.82,3.71,4.15,1.88,1.94,1.78,2.02,https://www.oddsportal.com/soccer/scotland/championship-2019-2020/partick-queen-of-south-hz95sP7L/#1X2;2,2,1,0
14.09.2019,2019,scotland,championship-2019-2020,Queen of South,Morton,2.08,3.64,3.27,1.73,2.13,1.6,2.31,https://www.oddsportal.com/soccer/scotland/championship-2019-2020/queen-of-south-morton-GhAO9pnj/#1X2;2,1,1,0
14.09.2019,2019,scotland,championship-2019-2020,Dunfermline,Inverness,2.75,3.35,2.51,1.96,1.86,1.74,2.08,https://www.oddsportal.com/soccer/scotland/championship-2019-2020/dunfermline-inverness-8SAKAQWq/#1X2;2,2,1,0
31.08.2019,2019,scotland,championship-2019-2020,Queen of South,Alloa,1.62,4.24,4.85,1.75,2.09,1.79,2.01,https://www.oddsportal.com/soccer/scotland/championship-2019-2020/queen-of-south-alloa-GUVuI8vA/#1X2;2,2,1,0
25.01.2020,2020,scotland,championship-2019-2020,Queen of South,Alloa,1.51,4.34,5.85,1.63,2.28,1.74,2.02,https://www.oddsportal.com/soccer/scotland/championship-2019-2020/queen-of-south-alloa-KMSWKPCs/#1X2;2,2,5,1
24.08.2019,2019,scotland,championship-2019-2020,Alloa,Arbroath,2.52,3.55,2.61,1.70,2.18,1.57,2.38,https://www.oddsportal.com/soccer/scotland/championship-2019-2020/alloa-arbroath-xQi34kAA/#1X2;2,2,1,0
