date,season,country,league,team1,team2,home,draw,away,over,under,yes,no,link,result,amount,both
02.01.2019,2019,portugal,primeira-liga-2018-2019,Santa Clara,Tondela,2.09,3.23,3.88,2.39,1.62,2.04,1.84,https://www.oddsportal.com/soccer/portugal/primeira-liga-2018-2019/santa-clara-tondela-hnVaClGh/#1X2;2,2,3,1
05.05.2019,2019,portugal,primeira-liga-2018-2019,Tondela,Santa Clara,1.6,3.88,6.12,2.03,1.86,2.0,1.84,https://www.oddsportal.com/soccer/portugal/primeira-liga-2018-2019/tondela-santa-clara-IRamqsLe/#1X2;2,2,4,1
22.12.2018,2018,portugal,primeira-liga-2018-2019,Feirense,Portimonense,2.87,3.2,2.6,2.13,1.77,1.82,2.06,https://www.oddsportal.com/soccer/portugal/primeira-liga-2018-2019/feirense-portimonense-M72i6DgJ/#1X2;2,2,1,0
19.05.2019,2019,portugal,primeira-liga-2018-2019,Tondela,Chaves,2.1,3.61,3.38,1.79,2.12,1.65,2.28,https://www.oddsportal.com/soccer/portugal/primeira-liga-2018-2019/tondela-chaves-MyU9dieC/#1X2;2,1,7,1
23.12.2018,2018,portugal,primeira-liga-2018-2019,Nacional,Chaves,1.99,3.56,3.84,2.01,1.86,1.83,2.05,https://www.oddsportal.com/soccer/portugal/primeira-liga-2018-2019/nacional-chaves-EyCWAyul/#1X2;2,1,2,0
14.04.2019,2019,portugal,primeira-liga-2018-2019,Braga,Tondela,1.35,5.04,9.07,1.71,2.23,1.99,1.86,https://www.oddsportal.com/soccer/portugal/primeira-liga-2018-2019/braga-tondela-jH9zVj0o/#1X2;2,1,3,0
26.08.2018,2018,portugal,primeira-liga-2018-2019,Feirense,Boavista,2.41,2.99,3.4,2.57,1.53,2.1,1.79,https://www.oddsportal.com/soccer/portugal/primeira-liga-2018-2019/feirense-boavista-EHLW9tx4/#1X2;2,0,2,1
05.10.2018,2018,portugal,primeira-liga-2018-2019,Santa Clara,Chaves,2.33,3.3,3.19,2.03,1.85,1.79,2.11,https://www.oddsportal.com/soccer/portugal/primeira-liga-2018-2019/santa-clara-chaves-IBJMKI7J/#1X2;2,1,1,0
14.12.2018,2018,portugal,primeira-liga-2018-2019,Portimonense,Vitoria Setubal,2.07,3.51,3.62,1.95,1.92,1.76,2.14,https://www.oddsportal.com/soccer/portugal/primeira-liga-2018-2019/portimonense-vitoria-setubal-6BngcIAl/#1X2;2,1,4,1
07.01.2019,2019,portugal,primeira-liga-2018-2019,Tondela,Sporting,4.6,3.59,1.82,1.78,2.11,1.7,2.24,https://www.oddsportal.com/soccer/portugal/primeira-liga-2018-2019/tondela-sporting-Mu2kN5UA/#1X2;2,1,3,1
12.05.2019,2019,portugal,primeira-liga-2018-2019,Nacional,FC Porto,10.5,6.23,1.26,1.48,2.60,1.95,1.89,https://www.oddsportal.com/soccer/portugal/primeira-liga-2018-2019/nacional-fc-porto-ClLMctzk/#1X2;2,2,4,0
13.01.2019,2019,portugal,primeira-liga-2018-2019,Rio Ave,Vitoria Setubal,1.99,3.35,4.13,1.97,1.89,1.78,2.11,https://www.oddsportal.com/soccer/portugal/primeira-liga-2018-2019/rio-ave-vitoria-setubal-jPJxD3M9/#1X2;2,0,2,1
06.01.2019,2019,portugal,primeira-liga-2018-2019,Braga,Boavista,1.31,5.43,9.66,1.77,2.13,2.16,1.76,https://www.oddsportal.com/soccer/portugal/primeira-liga-2018-2019/braga-boavista-zq6gMPqH/#1X2;2,1,1,0
02.01.2019,2019,portugal,primeira-liga-2018-2019,Braga,Maritimo,1.28,5.65,11.0,1.67,2.28,2.19,1.74,https://www.oddsportal.com/soccer/portugal/primeira-liga-2018-2019/braga-maritimo-h0AYQmVo/#1X2;2,1,2,0
13.08.2018,2018,portugal,primeira-liga-2018-2019,Portimonense,Boavista,2.19,3.18,3.76,2.38,1.63,2.02,1.84,https://www.oddsportal.com/soccer/portugal/primeira-liga-2018-2019/portimonense-boavista-zX37nnvt/#1X2;2,2,2,0
29.09.2018,2018,portugal,primeira-liga-2018-2019,Moreirense,Feirense,2.18,3.14,3.71,2.37,1.63,2.02,1.86,https://www.oddsportal.com/soccer/portugal/primeira-liga-2018-2019/moreirense-feirense-UF8N1w1s/#1X2;2,1,1,0
01.09.2018,2018,portugal,primeira-liga-2018-2019,Santa Clara,Boavista,2.28,3.09,3.62,2.48,1.56,2.08,1.81,https://www.oddsportal.com/soccer/portugal/primeira-liga-2018-2019/santa-clara-boavista-h8Kz90iA/#1X2;2,1,6,1
18.05.2019,2019,portugal,primeira-liga-2018-2019,Maritimo,Boavista,2.26,3.37,3.23,2.08,1.82,1.81,2.04,https://www.oddsportal.com/soccer/portugal/primeira-liga-2018-2019/maritimo-boavista-fkSHfVPO/#1X2;2,2,1,0
16.12.2018,2018,portugal,primeira-liga-2018-2019,Maritimo,Benfica,7.98,4.14,1.46,2.02,1.85,2.2,1.72,https://www.oddsportal.com/soccer/portugal/primeira-liga-2018-2019/maritimo-benfica-vPp1edu1/#1X2;2,2,1,0
07.01.2019,2019,portugal,primeira-liga-2018-2019,Moreirense,Aves,2.06,3.26,3.94,2.13,1.77,1.9,1.97,https://www.oddsportal.com/soccer/portugal/primeira-liga-2018-2019/moreirense-aves-I7ebLqaN/#1X2;2,1,1,0
23.12.2018,2018,portugal,primeira-liga-2018-2019,Vitoria Guimaraes,Sporting,3.41,3.48,2.15,1.93,1.94,1.74,2.17,https://www.oddsportal.com/soccer/portugal/primeira-liga-2018-2019/vitoria-guimaraes-sporting-bPVeDU0n/#1X2;2,1,1,0
06.01.2019,2019,portugal,primeira-liga-2018-2019,Vitoria Setubal,Chaves,2.21,3.16,3.61,2.40,1.61,2.02,1.86,https://www.oddsportal.com/soccer/portugal/primeira-liga-2018-2019/vitoria-setubal-chaves-Wj9xQ7ph/#1X2;2,0,0,0
15.12.2018,2018,portugal,primeira-liga-2018-2019,Santa Clara,FC Porto,10.83,5.49,1.29,1.72,2.20,2.23,1.7,https://www.oddsportal.com/soccer/portugal/primeira-liga-2018-2019/santa-clara-fc-porto-h8rkbber/#1X2;2,2,3,1
04.05.2019,2019,portugal,primeira-liga-2018-2019,FC Porto,Aves,1.11,9.47,25.0,1.38,2.98,2.42,1.59,https://www.oddsportal.com/soccer/portugal/primeira-liga-2018-2019/fc-porto-aves-Kjtr5OsF/#1X2;2,1,4,0
14.04.2019,2019,portugal,primeira-liga-2018-2019,Maritimo,Feirense,1.69,3.62,5.59,2.37,1.63,2.24,1.67,https://www.oddsportal.com/soccer/portugal/primeira-liga-2018-2019/maritimo-feirense-WW4eQSEG/#1X2;2,1,2,0
19.08.2018,2018,portugal,primeira-liga-2018-2019,Belenenses,FC Porto,13.25,5.68,1.26,1.73,2.18,2.43,1.61,https://www.oddsportal.com/soccer/portugal/primeira-liga-2018-2019/belenenses-fc-porto-MmSlaPNo/#1X2;2,2,5,1
10.08.2018,2018,portugal,primeira-liga-2018-2019,Benfica,Vitoria Guimaraes,1.25,6.07,12.92,1.61,2.40,2.07,1.81,https://www.oddsportal.com/soccer/portugal/primeira-liga-2018-2019/benfica-vitoria-guimaraes-d6YdSrgO/#1X2;2,1,5,1
09.12.2018,2018,portugal,primeira-liga-2018-2019,Sporting,Aves,1.21,6.8,13.5,1.50,2.62,2.11,1.77,https://www.oddsportal.com/soccer/portugal/primeira-liga-2018-2019/sporting-aves-Y3FStcQ7/#1X2;2,1,5,1
19.08.2018,2018,portugal,primeira-liga-2018-2019,Santa Clara,Braga,5.07,3.71,1.74,2.00,1.88,1.92,1.93,https://www.oddsportal.com/soccer/portugal/primeira-liga-2018-2019/santa-clara-braga-tzfSsOhB/#1X2;2,0,6,1
14.04.2019,2019,portugal,primeira-liga-2018-2019,Boavista,Nacional,2.01,3.47,3.85,2.13,1.78,1.9,1.94,https://www.oddsportal.com/soccer/portugal/primeira-liga-2018-2019/boavista-nacional-xELh67Np/#1X2;2,1,1,0
12.08.2018,2018,portugal,primeira-liga-2018-2019,Braga,Nacional,1.25,5.78,11.96,1.64,2.30,2.19,1.73,https://www.oddsportal.com/soccer/portugal/primeira-liga-2018-2019/braga-nacional-EN2Bo6gn/#1X2;2,1,6,1
14.12.2018,2018,portugal,primeira-liga-2018-2019,Braga,Feirense,1.28,5.51,11.83,1.81,2.08,2.39,1.62,https://www.oddsportal.com/soccer/portugal/primeira-liga-2018-2019/braga-feirense-rgL0GcHQ/#1X2;2,1,4,0
