date,season,country,league,team1,team2,home,draw,away,over,under,yes,no,link,result,amount,both
12.04.2019,2019,portugal,ligapro-2018-2019,Oliveirense,Benfica B,2.57,3.23,2.74,1.98,1.84,1.72,2.11,https://www.oddsportal.com/soccer/portugal/ligapro-2018-2019/oliveirense-benfica-nRoRFOl4/#1X2;2,2,3,1
28.10.2018,2018,portugal,ligapro-2018-2019,Vitoria Guimaraes B,Ferreira,4.5,3.36,1.85,2.25,1.66,1.97,1.83,https://www.oddsportal.com/soccer/portugal/ligapro-2018-2019/vitoria-guimaraes-ferreira-CpoZxLGC/#1X2;2,2,1,0
19.05.2019,2019,portugal,ligapro-2018-2019,Oliveirense,Arouca,4.09,1.44,5.75,2.26,1.63,1.9,1.91,https://www.oddsportal.com/soccer/portugal/ligapro-2018-2019/vitoria-guimaraes-academico-viseu-vTdFNrC1/#1X2;2,1,3,1
16.03.2019,2019,portugal,ligapro-2018-2019,Mafra,Academico Viseu,2.09,3.32,3.49,1.90,1.92,1.72,2.13,https://www.oddsportal.com/soccer/portugal/ligapro-2018-2019/mafra-academico-viseu-6ifcCUQE/#1X2;2,0,4,1
31.03.2019,2019,portugal,ligapro-2018-2019,Famalicao,CD Cova da Piedade,1.53,3.95,6.23,2.17,1.70,2.2,1.66,https://www.oddsportal.com/soccer/portugal/ligapro-2018-2019/famalicao-cova-de-piedade-WG6Y9dMD/#1X2;2,1,4,1
10.03.2019,2019,portugal,ligapro-2018-2019,Arouca,CD Cova da Piedade,1.75,3.32,5.21,2.36,1.60,2.17,1.69,https://www.oddsportal.com/soccer/portugal/ligapro-2018-2019/arouca-cova-de-piedade-6XRB0XR2/#1X2;2,2,1,0
17.03.2019,2019,portugal,ligapro-2018-2019,CD Cova da Piedade,FC Porto B,2.22,3.19,3.3,2.25,1.66,1.92,1.88,https://www.oddsportal.com/soccer/portugal/ligapro-2018-2019/cova-de-piedade-fc-porto-lGq2BltL/#1X2;2,0,2,1
02.12.2018,2018,portugal,ligapro-2018-2019,Ferreira,Penafiel,1.57,3.66,6.2,2.34,1.59,2.32,1.61,https://www.oddsportal.com/soccer/portugal/ligapro-2018-2019/ferreira-penafiel-vV1N4U5M/#1X2;2,1,2,0
23.02.2019,2019,portugal,ligapro-2018-2019,Famalicao,Mafra,1.59,3.73,5.84,2.25,1.64,2.22,1.66,https://www.oddsportal.com/soccer/portugal/ligapro-2018-2019/famalicao-mafra-AXY4o1Mb/#1X2;2,1,3,1
13.04.2019,2019,portugal,ligapro-2018-2019,FC Porto B,Ferreira,3.95,3.35,1.95,2.29,1.63,2.01,1.8,https://www.oddsportal.com/soccer/portugal/ligapro-2018-2019/fc-porto-ferreira-GSUFIQ4o/#1X2;2,0,2,1
30.03.2019,2019,portugal,ligapro-2018-2019,FC Porto B,Mafra,1.81,3.49,4.45,2.01,1.82,1.84,1.95,https://www.oddsportal.com/soccer/portugal/ligapro-2018-2019/fc-porto-mafra-4U4t8ziQ/#1X2;2,1,3,0
02.03.2019,2019,portugal,ligapro-2018-2019,Academica,Penafiel,1.93,3.29,4.13,2.23,1.67,1.97,1.84,https://www.oddsportal.com/soccer/portugal/ligapro-2018-2019/academica-penafiel-SQvpnYC9/#1X2;2,1,3,1
02.02.2019,2019,portugal,ligapro-2018-2019,Academica,Vitoria Guimaraes B,1.65,3.62,5.42,2.08,1.75,2.03,1.79,https://www.oddsportal.com/soccer/portugal/ligapro-2018-2019/academica-vitoria-guimaraes-C2jV33wJ/#1X2;2,0,2,1
22.12.2018,2018,portugal,ligapro-2018-2019,Famalicao,Benfica B,2.12,3.2,3.5,2.10,1.74,1.83,1.99,https://www.oddsportal.com/soccer/portugal/ligapro-2018-2019/famalicao-benfica-KnIlxrRf/#1X2;2,0,0,0
02.03.2019,2019,portugal,ligapro-2018-2019,Braga B,Oliveirense,2.42,2.98,3.29,2.32,1.65,1.93,1.9,https://www.oddsportal.com/soccer/portugal/ligapro-2018-2019/braga-oliveirense-tUrlohSF/#1X2;2,1,1,0
18.11.2018,2018,portugal,ligapro-2018-2019,Oliveirense,Famalicao,2.94,3.01,2.52,2.23,1.65,1.86,1.93,https://www.oddsportal.com/soccer/portugal/ligapro-2018-2019/oliveirense-famalicao-Uc1Vj2co/#1X2;2,2,3,1
09.01.2019,2019,portugal,ligapro-2018-2019,Varzim,CD Cova da Piedade,2.07,3.1,3.81,2.38,1.57,2.05,1.77,https://www.oddsportal.com/soccer/portugal/ligapro-2018-2019/varzim-cova-de-piedade-xO4wktSc/#1X2;2,1,3,1
13.01.2019,2019,portugal,ligapro-2018-2019,Arouca,Oliveirense,1.69,3.58,5.01,2.12,1.72,2.01,1.81,https://www.oddsportal.com/soccer/portugal/ligapro-2018-2019/arouca-oliveirense-QJiUcyBS/#1X2;2,0,0,0
23.02.2019,2019,portugal,ligapro-2018-2019,Oliveirense,Leixoes,2.82,2.99,2.62,2.32,1.60,1.92,1.88,https://www.oddsportal.com/soccer/portugal/ligapro-2018-2019/oliveirense-leixoes-dt9pRWzp/#1X2;2,1,5,1
05.04.2019,2019,portugal,ligapro-2018-2019,Benfica B,SC Farense,1.74,3.64,4.64,2.09,1.76,1.92,1.87,https://www.oddsportal.com/soccer/portugal/ligapro-2018-2019/benfica-sc-farense-G6gu6mLu/#1X2;2,1,4,1
22.12.2018,2018,portugal,ligapro-2018-2019,Arouca,Vitoria Guimaraes B,1.79,3.57,4.3,2.12,1.71,1.96,1.84,https://www.oddsportal.com/soccer/portugal/ligapro-2018-2019/arouca-vitoria-guimaraes-4zK0ZuBD/#1X2;2,0,4,1
