date,season,country,league,team1,team2,home,draw,away,over,under,yes,no,link,result,amount,both
06.11.2016,2016,portugal,ligapro-2016-2017,Gil Vicente,Portimonense,4.7,3.35,1.88,2.23,1.68,1.96,1.89,https://www.oddsportal.com/soccer/portugal/ligapro-2016-2017/gil-vicente-portimonense-GYXvqaHg/#1X2;2,2,1,0
19.10.2016,2016,portugal,ligapro-2016-2017,Santa Clara,Academico Viseu,1.78,3.19,4.35,2.38,1.59,2.1,1.71,https://www.oddsportal.com/soccer/portugal/ligapro-2016-2017/santa-clara-academico-viseu-04dD3Wcp/#1X2;2,2,3,1
08.10.2016,2016,portugal,ligapro-2016-2017,Gil Vicente,Olhanense,1.82,3.29,4.78,2.34,1.61,1.94,1.84,https://www.oddsportal.com/soccer/portugal/ligapro-2016-2017/gil-vicente-olhanense-Sz0gyBJF/#1X2;2,1,3,1
05.02.2017,2017,portugal,ligapro-2016-2017,Penafiel,U. Madeira,2.32,3.04,3.17,2.25,1.67,1.96,1.94,https://www.oddsportal.com/soccer/portugal/ligapro-2016-2017/penafiel-u-madeira-t8ybPMwm/#1X2;2,1,4,1
07.05.2017,2017,portugal,ligapro-2016-2017,Santa Clara,Olhanense,1.41,4.58,7.53,1.73,2.12,2.03,1.85,https://www.oddsportal.com/soccer/portugal/ligapro-2016-2017/santa-clara-olhanense-lCBtceTq/#1X2;2,1,3,0
09.04.2017,2017,portugal,ligapro-2016-2017,Santa Clara,Sporting B,2.26,3.43,3.39,1.92,2.01,1.79,2.16,https://www.oddsportal.com/soccer/portugal/ligapro-2016-2017/santa-clara-sporting-lisbon-xEPKzmaF/#1X2;2,0,2,1
12.02.2017,2017,portugal,ligapro-2016-2017,Vitoria Guimaraes B,Academico Viseu,2.16,3.2,3.4,1.93,1.87,1.77,2.16,https://www.oddsportal.com/soccer/portugal/ligapro-2016-2017/vitoria-guimaraes-academico-viseu-2odgDb0b/#1X2;2,0,0,0
09.02.2017,2017,portugal,ligapro-2016-2017,Vizela,Sporting B,2.22,3.16,3.37,2.18,1.70,1.91,2.0,https://www.oddsportal.com/soccer/portugal/ligapro-2016-2017/vizela-sporting-lisbon-d4VQIxNU/#1X2;2,1,3,1
14.04.2017,2017,portugal,ligapro-2016-2017,Leixoes,Academica,2.06,3.0,3.93,2.60,1.51,2.2,1.69,https://www.oddsportal.com/soccer/portugal/ligapro-2016-2017/leixoes-academica-441dWhPQ/#1X2;2,1,3,1
30.10.2016,2016,portugal,ligapro-2016-2017,Santa Clara,Aves,2.67,3.0,3.09,2.16,1.78,1.71,2.11,https://www.oddsportal.com/soccer/portugal/ligapro-2016-2017/santa-clara-aves-vkbGjjJ2/#1X2;2,2,2,0
21.01.2017,2017,portugal,ligapro-2016-2017,Braga B,U. Madeira,2.47,2.98,3.08,2.13,1.76,1.83,2.09,https://www.oddsportal.com/soccer/portugal/ligapro-2016-2017/braga-u-madeira-joNHeiJk/#1X2;2,1,4,1
02.10.2016,2016,portugal,ligapro-2016-2017,Benfica B,Santa Clara,2.49,2.97,3.09,2.23,1.66,1.74,2.08,https://www.oddsportal.com/soccer/portugal/ligapro-2016-2017/benfica-santa-clara-GIu8fgLT/#1X2;2,1,4,1
15.04.2017,2017,portugal,ligapro-2016-2017,Braga B,Portimonense,3.46,3.15,2.21,1.89,1.94,1.71,2.26,https://www.oddsportal.com/soccer/portugal/ligapro-2016-2017/braga-portimonense-44NRoYOD/#1X2;2,1,3,1
19.02.2017,2017,portugal,ligapro-2016-2017,Varzim,Braga B,2.13,3.19,3.66,2.24,1.67,1.95,1.91,https://www.oddsportal.com/soccer/portugal/ligapro-2016-2017/varzim-braga-8QHiMgqT/#1X2;2,2,1,0
26.02.2017,2017,portugal,ligapro-2016-2017,Santa Clara,Vizela,1.72,3.51,5.51,2.42,1.59,2.3,1.66,https://www.oddsportal.com/soccer/portugal/ligapro-2016-2017/santa-clara-vizela-EP5fJQSl/#1X2;2,0,0,0
15.02.2017,2017,portugal,ligapro-2016-2017,Freamunde,Famalicao,2.55,2.79,3.35,2.97,1.41,2.25,1.69,https://www.oddsportal.com/soccer/portugal/ligapro-2016-2017/freamunde-famalicao-6wgA9GaN/#1X2;2,1,1,0
28.01.2017,2017,portugal,ligapro-2016-2017,Vizela,Aves,5.37,3.15,1.82,2.51,1.56,2.28,1.71,https://www.oddsportal.com/soccer/portugal/ligapro-2016-2017/vizela-aves-EJ8CHYu9/#1X2;2,1,4,1
27.05.2017,2017,portugal,ligapro-2016-2017,Academico Viseu,Merelinense,1.56,3.52,6.23,2.10,1.74,2.15,1.75,https://www.oddsportal.com/soccer/portugal/ligapro-2016-2017/academico-viseu-merelinense-OEZympOF/#1X2;2,1,2,0
07.05.2017,2017,portugal,ligapro-2016-2017,Freamunde,Portimonense,2.58,3.28,2.62,1.96,1.87,1.73,2.19,https://www.oddsportal.com/soccer/portugal/ligapro-2016-2017/freamunde-portimonense-EH1QdnZ0/#1X2;2,2,3,1
28.01.2017,2017,portugal,ligapro-2016-2017,AD Fafe,Sporting B,2.24,3.24,3.32,1.94,1.91,1.67,2.23,https://www.oddsportal.com/soccer/portugal/ligapro-2016-2017/ad-fafe-sporting-lisbon-Emz868X7/#1X2;2,1,2,0
07.01.2017,2017,portugal,ligapro-2016-2017,Penafiel,Olhanense,1.62,3.39,6.71,2.10,1.77,2.01,1.88,https://www.oddsportal.com/soccer/portugal/ligapro-2016-2017/penafiel-olhanense-fuLxzycT/#1X2;2,1,4,0
