date,season,country,league,team1,team2,home,draw,away,over,under,yes,no,link
06.03.2021,2021,germany,2-bundesliga,Aue,Hannover,3.41,3.6,2.1,1.80,2.08,1.65,2.21,https://www.oddsportal.com/soccer/germany/2-bundesliga/aue-hannover-OfFAwARh/
06.03.2021,2021,czech-republic,1-liga-women,Dukla Prague W,Liberec W,2.02,3.77,3.09,1.48,2.46,1.47,2.5,https://www.oddsportal.com/soccer/czech-republic/1-liga-women/dukla-prague-liberec-IeLf2hBb/
06.03.2021,2021,united-arab-emirates,uae-league,Hatta,Al Fujairah,2.39,3.51,2.69,1.56,2.39,1.48,2.49,https://www.oddsportal.com/soccer/united-arab-emirates/uae-league/hatta-al-fujairah-6wPgNGpQ/
06.03.2021,2021,spain,tercera-division-group-1,Arosa SC,Rapido de Bouzas,1.69,3.55,4.58,2.00,1.79,1.84,1.86,https://www.oddsportal.com/soccer/spain/tercera-division-group-1/arosa-sc-rapido-de-bouzas-vgh9fj0o/
06.03.2021,2021,france,coupe-de-france,Brest,Paris SG,11.24,6.26,1.28,1.45,2.73,1.88,1.9,https://www.oddsportal.com/soccer/france/coupe-de-france/brest-paris-sg-hQw24GYi/
06.03.2021,2021,england,league-one,Blackpool,AFC Wimbledon,1.65,3.91,5.69,1.97,1.88,1.94,1.83,https://www.oddsportal.com/soccer/england/league-one/blackpool-afc-wimbledon-bwsgMf06/
06.03.2021,2021,spain,tercera-division-group-6,Jove,Villajoyosa,2.04,3.18,3.51,2.24,1.62,2.0,1.76,https://www.oddsportal.com/soccer/spain/tercera-division-group-6/jove-villajoyosa-8Styw4sF/
06.03.2021,2021,germany,bundesliga,Hertha Berlin,Augsburg,2.01,3.43,4.13,2.13,1.77,1.91,1.88,https://www.oddsportal.com/soccer/germany/bundesliga/hertha-berlin-augsburg-pvoHdOua/
06.03.2021,2021,greece,super-league,Atromitos,Asteras Tripolis,3.03,2.85,2.62,2.47,1.56,2.0,1.77,https://www.oddsportal.com/soccer/greece/super-league/atromitos-asteras-tripolis-0fHnl0YA/
06.03.2021,2021,sweden,svenska-cupen,Djurgarden,Kalmar,1.52,4.42,5.89,1.64,2.24,1.77,2.01,https://www.oddsportal.com/soccer/sweden/svenska-cupen/djurgarden-kalmar-fi3e7Jqi/
06.03.2021,2021,zambia,super-league,Kitwe United,Green Eagles,4.89,3.11,1.74,2.56,1.44,2.29,1.56,https://www.oddsportal.com/soccer/zambia/super-league/kitwe-united-green-eagles-My8owdSn/
06.03.2021,2021,england,championship,Coventry,Derby,2.57,3.1,3.03,2.57,1.54,2.08,1.72,https://www.oddsportal.com/soccer/england/championship/coventry-derby-SzMaXUHr/
06.03.2021,2021,argentina,primera-c,Excursionistas,Victoriano A.,2.03,3.32,3.43,2.04,1.75,1.8,1.94,https://www.oddsportal.com/soccer/argentina/primera-c/excursionistas-victoriano-arenas-8ENb4Mza/
06.03.2021,2021,armenia,premier-league,Van,Urartu,3.54,3.41,1.97,2.24,1.62,1.98,1.76,https://www.oddsportal.com/soccer/armenia/premier-league/van-urartu-2PU9XmmN/
06.03.2021,2021,brazil,copa-do-nordeste,Bahia,Botafogo PB,1.37,4.24,8.19,2.07,1.74,2.46,1.51,https://www.oddsportal.com/soccer/brazil/copa-do-nordeste/bahia-botafogo-pb-MsR0BD2M/
06.03.2021,2021,georgia,crystalbet-erovnuli-liga,Samgurali,Saburtalo Tbilisi,3.22,3.09,2.17,2.10,1.70,1.82,1.92,https://www.oddsportal.com/soccer/georgia/crystalbet-erovnuli-liga/samgurali-saburtalo-tbilisi-G237Q2HO/
06.03.2021,2021,thailand,thai-league-2,Uthai Thani,Customs Utd,1.94,3.4,3.62,1.97,1.81,1.76,1.96,https://www.oddsportal.com/soccer/thailand/thai-league-2/uthai-thani-customs-utd-nPfPEUmg/
06.03.2021,2021,germany,regionalliga-sudwest,FC 08 Homburg,Kassel,1.49,4.15,6.1,1.83,1.97,1.93,1.81,https://www.oddsportal.com/soccer/germany/regionalliga-sudwest/fc-08-homburg-kassel-OngPxkms/
06.03.2021,2021,spain,laliga,Valladolid,Getafe,3.19,2.86,2.68,3.07,1.37,2.4,1.57,https://www.oddsportal.com/soccer/spain/laliga/valladolid-getafe-h8MOaFsE/
06.03.2021,2021,montenegro,prva-crnogorska-liga,Titograd,Iskra,3.73,3.16,1.99,2.23,1.62,1.93,1.81,https://www.oddsportal.com/soccer/montenegro/prva-crnogorska-liga/ofk-titograd-iskra-danilovgrad-KhJDkNVj/
06.03.2021,2021,poland,division-1,GKS Jastrzebie,Korona Kielce,2.82,3.2,2.48,2.16,1.70,1.85,1.9,https://www.oddsportal.com/soccer/poland/division-1/gks-jastrzebie-korona-kielce-xCns9jGd/
06.03.2021,2021,mexico,liga-mx,Atl. San Luis,Toluca,2.61,3.27,2.71,1.98,1.86,1.74,2.05,https://www.oddsportal.com/soccer/mexico/liga-mx/atletico-san-luis-toluca-UHFbDvwd/
06.03.2021,2021,france,coupe-de-france,Le Puy,Lorient,8.99,5.2,1.34,1.66,2.30,1.98,1.81,https://www.oddsportal.com/soccer/france/coupe-de-france/le-puy-lorient-Sr6umF3H/
06.03.2021,2021,mexico,liga-premier-serie-a,Cruz Azul Hidalgo,Pioneros,1.22,6.05,10.3,1.50,2.50,1.86,1.84,https://www.oddsportal.com/soccer/mexico/liga-premier-serie-a/cruz-azul-hidalgo-pioneros-8GUDn1ql/
06.03.2021,2021,argentina,primera-b,Los Andes,Argentino de Quilmes,2.05,3.09,3.66,2.50,1.48,2.12,1.65,https://www.oddsportal.com/soccer/argentina/primera-b/los-andes-argentino-de-quilmes-Im3FCPBL/
06.03.2021,2021,spain,tercera-division-group-16,Yague,Racing Rioja,5.72,4.0,1.5,1.82,1.95,1.82,1.88,https://www.oddsportal.com/soccer/spain/tercera-division-group-16/yague-racing-rioja-Y3iGvjmF/
06.03.2021,2021,bulgaria,vtora-liga,Lok. Sofia,Septemvri Sofia,1.28,4.88,9.93,1.88,1.90,2.27,1.58,https://www.oddsportal.com/soccer/bulgaria/vtora-liga/lok-sofia-septemvri-sofia-bHLRMBiL/
06.03.2021,2021,iceland,league-cup,Valur,Kopavogur,1.23,6.28,9.05,1.25,3.55,1.57,2.27,https://www.oddsportal.com/soccer/iceland/league-cup/valur-kopavogur-EcwgS6T4/
06.03.2021,2021,italy,serie-d-group-h,Real Aversa,Portici 1906,2.09,3.48,3.15,1.81,2.00,1.65,2.1,https://www.oddsportal.com/soccer/italy/serie-d-group-h/real-aversa-portici-1906-hju6Vrjp/
06.03.2021,2021,portugal,primeira-liga,Boavista,Famalicao,2.4,3.19,3.16,2.36,1.63,1.97,1.81,https://www.oddsportal.com/soccer/portugal/primeira-liga/boavista-famalicao-WY1yVATu/
06.03.2021,2021,malaysia,super-league,Selangor,Pahang,1.95,3.52,3.48,1.83,1.95,1.72,2.03,https://www.oddsportal.com/soccer/malaysia/super-league/selangor-pahang-dW1MVf5l/
06.03.2021,2021,spain,laliga,Elche,Sevilla,6.66,3.75,1.62,2.36,1.63,2.26,1.63,https://www.oddsportal.com/soccer/spain/laliga/elche-sevilla-WbLSbZdK/
06.03.2021,2021,italy,serie-b,Monza,Pordenone,1.66,3.68,5.77,2.19,1.73,2.13,1.7,https://www.oddsportal.com/soccer/italy/serie-b/monza-pordenone-tfUHJmAc/
06.03.2021,2021,argentina,copa-de-la-liga-profesional,Central Cordoba,Banfield,3.56,3.2,2.17,2.34,1.62,2.01,1.78,https://www.oddsportal.com/soccer/argentina/copa-de-la-liga-profesional/central-cordoba-santiago-del-estero-banfield-4CPdbgSm/
06.03.2021,2021,russia,fnl,Krasnodar 2,Veles Moscow,2.98,3.26,2.4,2.17,1.72,1.86,1.9,https://www.oddsportal.com/soccer/russia/fnl/krasnodar-veles-moscow-KMhpwssH/
06.03.2021,2021,poland,iii-liga-group-ii,Unia Swarzedz,Jarocin,3.59,3.86,1.81,1.46,2.51,1.44,2.54,https://www.oddsportal.com/soccer/poland/iii-liga-group-ii/unia-swarzedz-jarocin-0006tPl6/
06.03.2021,2021,germany,regionalliga-west,Lotte,Preussen Munster,4.32,3.58,1.78,2.03,1.78,1.91,1.84,https://www.oddsportal.com/soccer/germany/regionalliga-west/lotte-preussen-munster-MXqFn4xU/
06.03.2021,2021,scotland,championship,Morton,Ayr,2.72,3.36,2.49,1.90,1.90,1.69,2.09,https://www.oddsportal.com/soccer/scotland/championship/morton-ayr-MTJsAByJ/
06.03.2021,2021,bosnia-and-herzegovina,prva-liga-rs,Podrinje Janja,Modrica,3.16,3.75,1.93,1.63,2.14,1.66,2.09,https://www.oddsportal.com/soccer/bosnia-and-herzegovina/prva-liga-rs/podrinje-janja-modrica-v7iUF0Bd/
06.03.2021,2021,south-korea,k-league-1,Gangwon,Pohang,3.37,3.36,2.17,1.85,2.00,1.69,2.14,https://www.oddsportal.com/soccer/south-korea/k-league-1/gangwon-pohang-Y37UqHEk/
06.03.2021,2021,iran,persian-gulf-pro-league,Esteghlal F.C.,Foolad,2.4,2.67,3.48,3.02,1.34,2.41,1.53,https://www.oddsportal.com/soccer/iran/persian-gulf-pro-league/esteghlal-teh-foolad-Y3VALrLA/
06.03.2021,2021,denmark,1st-division,Esbjerg,F. Amager,2.0,3.48,3.69,1.97,1.87,1.79,1.99,https://www.oddsportal.com/soccer/denmark/1st-division/esbjerg-fremad-amager-0bmGACVB/
06.03.2021,2021,costa-rica,primera-division,Zeledon,Alajuelense,4.47,3.5,1.77,2.08,1.76,1.96,1.79,https://www.oddsportal.com/soccer/costa-rica/primera-division/zeledon-alajuelense-nZ3xbDq7/
06.03.2021,2021,romania,liga-2,CSM Slatina,F. Constanta,3.77,3.21,1.96,2.29,1.60,2.01,1.74,https://www.oddsportal.com/soccer/romania/liga-2/csm-slatina-f-constanta-p8Orl6xE/
06.03.2021,2021,thailand,thai-league-1,Police Tero,Suphanburi,2.48,3.4,2.64,1.76,2.04,1.61,2.19,https://www.oddsportal.com/soccer/thailand/thai-league-1/police-tero-suphanburi-fc-Uwc9WHrA/
06.03.2021,2021,poland,ekstraklasa,Rakow,Cracovia,1.71,3.72,4.77,1.99,1.86,1.89,1.87,https://www.oddsportal.com/soccer/poland/ekstraklasa/rakow-czestochowa-cracovia-txJ076qg/
06.03.2021,2021,lithuania,a-lyga,Dziugas Telsiai,Hegelmann Litauen,2.87,3.25,2.34,2.08,1.75,1.8,1.94,https://www.oddsportal.com/soccer/lithuania/a-lyga/dziugas-telsiai-hegelmann-litauen-bi24KUYE/
06.03.2021,2021,england,championship,Norwich,Luton,1.43,4.68,7.73,1.83,2.05,2.03,1.77,https://www.oddsportal.com/soccer/england/championship/norwich-luton-ljA8V8ne/
06.03.2021,2021,italy,primavera-1,Cagliari U19,Sampdoria U19,2.64,3.4,2.43,1.66,2.19,1.55,2.3,https://www.oddsportal.com/soccer/italy/primavera-1/cagliari-sampdoria-pCCEKIEd/
06.03.2021,2021,france,division-1-women,Fleury 91 W,Le Havre W,1.39,4.33,7.21,1.89,1.90,2.11,1.67,https://www.oddsportal.com/soccer/france/division-1-women/fleury-91-le-havre-zkDpXPH7/
06.03.2021,2021,sweden,svenska-cupen,Brage,Umea FC,1.5,4.6,5.87,1.53,2.46,1.66,2.17,https://www.oddsportal.com/soccer/sweden/svenska-cupen/brage-umea-fc-UDBGGeo8/
06.03.2021,2021,south-africa,premier-league,Cape Town City,Stellenbosch,1.76,3.53,4.35,1.96,1.82,1.88,1.85,https://www.oddsportal.com/soccer/south-africa/premier-league/cape-town-city-stellenbosch-fc-0pMJbf65/
06.03.2021,2021,scotland,premiership,Aberdeen,Hamilton,1.51,3.91,7.18,2.31,1.63,2.38,1.56,https://www.oddsportal.com/soccer/scotland/premiership/aberdeen-hamilton-nwQuh1EJ/
06.03.2021,2021,germany,regionalliga-sudwest,Aalen,Ulm,4.46,3.78,1.71,1.85,1.96,1.78,1.96,https://www.oddsportal.com/soccer/germany/regionalliga-sudwest/aalen-ulm-fXU1LmI6/
06.03.2021,2021,north-macedonia,2-mfl,Plackovica,Osogovo,3.01,2.96,2.35,1.98,1.74,1.67,2.07,https://www.oddsportal.com/soccer/north-macedonia/2-mfl/plackovica-osogovo-Qcfrlw1P/
06.03.2021,2021,ukraine,premier-league,Olimpik Donetsk,Shakhtar Donetsk,11.62,6.28,1.22,1.50,2.52,2.05,1.73,https://www.oddsportal.com/soccer/ukraine/premier-league/olimpik-donetsk-shakhtar-p4G0e0Aa/
06.03.2021,2021,poland,division-2,Lech Poznan 2,Ostroda,2.55,3.4,2.48,1.70,2.13,1.56,2.27,https://www.oddsportal.com/soccer/poland/division-2/lech-poznan-sokol-ostroda-EcB3s4XM/
06.03.2021,2021,portugal,primeira-liga,Gil Vicente,FC Porto,6.8,4.15,1.52,2.11,1.78,2.18,1.67,https://www.oddsportal.com/soccer/portugal/primeira-liga/gil-vicente-fc-porto-tO10P6cH/
06.03.2021,2021,italy,serie-b,Pescara,Spal,3.03,3.01,2.59,2.28,1.68,1.89,1.88,https://www.oddsportal.com/soccer/italy/serie-b/pescara-spal-WrNUGofG/
06.03.2021,2021,italy,serie-a-women,Florentia W,San Marino Academy W,1.42,4.38,6.45,1.71,2.11,1.92,1.82,https://www.oddsportal.com/soccer/italy/serie-a-women/florentia-san-marino-academy-nX4TzXa4/
06.03.2021,2021,serbia,prva-liga,Buducnost Dobanovci,Loznica,2.24,2.96,3.31,2.49,1.46,2.06,1.71,https://www.oddsportal.com/soccer/serbia/prva-liga/buducnost-dobanovci-loznica-A9v1KSvO/
06.03.2021,2021,italy,serie-b,Pisa,Reggina,2.66,3.08,2.86,2.22,1.71,1.87,1.9,https://www.oddsportal.com/soccer/italy/serie-b/pisa-reggina-1914-OIJMI7P3/
06.03.2021,2021,croatia,1-hnl,Slaven Belupo,Lok. Zagreb,2.38,3.19,2.97,2.19,1.69,1.87,1.87,https://www.oddsportal.com/soccer/croatia/1-hnl/slaven-belupo-lok-zagreb-IBVl289c/
06.03.2021,2021,germany,3-liga,Meppen,SG Dynamo Dresden,3.4,3.43,2.08,1.95,1.89,1.75,2.01,https://www.oddsportal.com/soccer/germany/3-liga/meppen-dresden-foMFMia2/
06.03.2021,2021,bosnia-and-herzegovina,premier-league,Krupa,Siroki Brijeg,2.12,3.07,3.47,2.43,1.53,2.06,1.7,https://www.oddsportal.com/soccer/bosnia-and-herzegovina/premier-league/krupa-siroki-brijeg-KSsifY5G/
06.03.2021,2021,austria,bundesliga-women,Horn W,Sturm Graz W,9.15,6.2,1.22,1.33,3.00,1.76,2.01,https://www.oddsportal.com/soccer/austria/bundesliga-women/horn-sturm-graz-dWBQjn84/
06.03.2021,2021,spain,tercera-division-group-16,Logrones Promesas,Calahorra B,1.7,3.7,4.32,1.80,1.99,1.76,2.0,https://www.oddsportal.com/soccer/spain/tercera-division-group-16/logrones-promesas-cd-calahorra-tUfOxUHR/
06.03.2021,2021,slovakia,fortuna-liga,Slovan Bratislava,Dun. Streda,1.98,3.45,3.64,1.95,1.86,1.79,1.97,https://www.oddsportal.com/soccer/slovakia/fortuna-liga/slovan-bratislava-dun-streda-Wl0LSiZf/
06.03.2021,2021,uganda,premier-league,Mbarara City,Vipers,6.42,3.91,1.44,2.09,1.67,2.19,1.63,https://www.oddsportal.com/soccer/uganda/premier-league/mbarara-city-vipers-KjpLiXvj/
06.03.2021,2021,cameroon,elite-one,Colombe Lobo,New Star,1.39,4.03,7.76,2.33,1.52,2.69,1.43,https://www.oddsportal.com/soccer/cameroon/elite-one/colombe-du-dja-et-lobo-new-star-WzyuzJso/
06.03.2021,2021,poland,iii-liga-group-iii,Warta Gorzow,Gornik Z. 2,2.69,3.65,2.25,1.47,2.46,1.43,2.6,https://www.oddsportal.com/soccer/poland/iii-liga-group-iii/warta-gorzow-gornik-z-Q1YyXbTg/
06.03.2021,2021,africa,caf-champions-league,Mazembe (Drc),Mamelodi Sundowns (Rsa),1.98,3.17,4.08,2.49,1.53,2.14,1.66,https://www.oddsportal.com/soccer/africa/caf-champions-league/mazembe-mamelodi-sundowns-xQ7MU4nI/
06.03.2021,2021,england,national-league,Torquay,Hartlepool,2.22,3.43,3.08,1.99,1.82,1.76,2.0,https://www.oddsportal.com/soccer/england/national-league/torquay-hartlepool-OzFmR7ne/
06.03.2021,2021,argentina,primera-c,Leandro N. Alem,Real Pilar,3.71,3.35,1.93,2.09,1.71,1.87,1.83,https://www.oddsportal.com/soccer/argentina/primera-c/leandro-n-alem-real-pilar-naZk6r6n/
06.03.2021,2021,england,league-one,Accrington,Swindon,1.86,3.68,4.32,1.91,1.95,1.78,2.0,https://www.oddsportal.com/soccer/england/league-one/accrington-swindon-KnrkNzo0/
06.03.2021,2021,russia,fnl,FK Krylya Sovetov Samara,Chertanovo M.,1.09,10.23,22.44,1.33,3.19,2.3,1.59,https://www.oddsportal.com/soccer/russia/fnl/krylya-sovetov-samara-fc-chertanovo-moscow-vgfrJLko/
06.03.2021,2021,england,league-one,Wigan,MK Dons,3.6,3.71,2.04,1.86,2.00,1.72,2.09,https://www.oddsportal.com/soccer/england/league-one/wigan-milton-keynes-dons-hADULo6N/
06.03.2021,2021,brazil,campeonato-sergipano,Dorense,Sergipe,4.1,3.56,1.78,2.15,1.67,1.97,1.74,https://www.oddsportal.com/soccer/brazil/campeonato-sergipano/dorense-sergipe-rNWzbr6g/
06.03.2021,2021,tunisia,ligue-2,Kalaa,Menzel Bouzelfa,2.29,2.89,3.27,2.71,1.40,2.25,1.6,https://www.oddsportal.com/soccer/tunisia/ligue-2/kalaa-menzel-bouzelfa-OrmyrRd9/
06.03.2021,2021,italy,serie-b,Cosenza,Frosinone,3.1,2.99,2.56,2.43,1.56,2.01,1.77,https://www.oddsportal.com/soccer/italy/serie-b/cosenza-frosinone-xQwSdQ2p/
06.03.2021,2021,spain,tercera-division-group-14,Jerez CF,Cacereno,3.99,3.26,1.88,2.10,1.71,1.98,1.78,https://www.oddsportal.com/soccer/spain/tercera-division-group-14/jerez-cf-cacereno-YmZg5A8g/
06.03.2021,2021,england,league-one,Gillingham,Ipswich,3.27,3.34,2.31,2.18,1.73,1.88,1.89,https://www.oddsportal.com/soccer/england/league-one/gillingham-ipswich-GSO0SVMu/
06.03.2021,2021,australia,npl-queensland,Brisbane Strikers,Magpies Crusaders,2.62,3.88,2.32,1.41,2.68,1.41,2.76,https://www.oddsportal.com/soccer/australia/npl-queensland/brisbane-strikers-magpies-crusaders-Kf0Oh86C/
06.03.2021,2021,turkey,super-lig,Denizlispor,Yeni Malatyaspor,2.6,3.19,2.91,2.21,1.72,1.87,1.91,https://www.oddsportal.com/soccer/turkey/super-lig/denizlispor-yeni-malatyaspor-nycoOWVk/
06.03.2021,2021,algeria,ligue-1,Paradou,USM Alger,2.52,2.85,2.91,2.64,1.45,2.12,1.66,https://www.oddsportal.com/soccer/algeria/ligue-1/paradou-usm-alger-dGo3yJ1N/
06.03.2021,2021,italy,primavera-1,Ascoli U19,Bologna U19,5.76,4.39,1.45,1.55,2.37,1.72,2.05,https://www.oddsportal.com/soccer/italy/primavera-1/ascoli-bologna-W88ALbaj/
06.03.2021,2021,switzerland,challenge-league,Thun,Kriens,1.62,4.07,5.15,1.71,2.15,1.75,2.02,https://www.oddsportal.com/soccer/switzerland/challenge-league/thun-kriens-WA3ED20A/
06.03.2021,2021,brazil,campeonato-sul-matogrossense,Aguia Negra,Aquidauanense,2.27,3.2,2.98,2.04,1.75,1.77,1.98,https://www.oddsportal.com/soccer/brazil/campeonato-sul-matogrossense/aguia-negra-aquidauanense-O0G9XreR/
06.03.2021,2021,germany,regionalliga-west,Bonner,Lippstadt,2.07,3.51,3.28,1.82,1.97,1.68,2.11,https://www.oddsportal.com/soccer/germany/regionalliga-west/bonner-lippstadt-lKNS5Rxh/
06.03.2021,2021,croatia,2-hnl,Opatija,Rudes,2.41,2.94,3.07,2.05,1.75,1.68,2.05,https://www.oddsportal.com/soccer/croatia/2-hnl/opatija-rudes-2yLNGiHf/
06.03.2021,2021,panama,lpf,San Francisco,Independiente,2.34,2.76,3.39,2.47,1.51,2.0,1.75,https://www.oddsportal.com/soccer/panama/lpf/san-francisco-independiente-8h0voSiO/
06.03.2021,2021,spain,tercera-division-group-8,Atl. Astorga,Bembibre,1.7,3.47,4.66,2.20,1.64,2.1,1.68,https://www.oddsportal.com/soccer/spain/tercera-division-group-8/atletico-astorga-bembibre-G4dG2Gi3/
06.03.2021,2021,brazil,campeonato-sul-matogrossense,Novoperario,Dourados,4.6,3.6,1.64,1.92,1.82,1.9,1.8,https://www.oddsportal.com/soccer/brazil/campeonato-sul-matogrossense/novoperario-dourados-fmoQZDKc/
06.03.2021,2021,wales,cymru-premier,Caernarfon,Aberystwyth,1.98,3.72,3.28,1.60,2.33,1.53,2.35,https://www.oddsportal.com/soccer/wales/cymru-premier/caernarfon-aberystwyth-KSsifVYn/
06.03.2021,2021,italy,primavera-1,Genoa U19,Atalanta U19,2.73,3.64,2.27,1.55,2.39,1.47,2.49,https://www.oddsportal.com/soccer/italy/primavera-1/genoa-atalanta-x6a0rM63/
06.03.2021,2021,israel,liga-alef-north,Hapoel Kafr Kanna,Hapoel Bnei Faradis,2.23,3.15,3.16,2.28,1.63,1.98,1.74,https://www.oddsportal.com/soccer/israel/liga-alef-north/hapoel-kafr-kanna-hapoel-bnei-faradis-UZdES1tE/
06.03.2021,2021,japan,j1-league,Tokushima,Vissel Kobe,3.11,3.48,2.26,1.98,1.87,1.77,2.02,https://www.oddsportal.com/soccer/japan/j1-league/tokushima-vissel-kobe-rcRHQjtO/
06.03.2021,2021,finland,suomen-cup-women,Honka W,TiPS W,2.69,3.56,2.3,1.70,2.03,1.6,2.2,https://www.oddsportal.com/soccer/finland/suomen-cup-women/honka-tips-UccoqbSj/
06.03.2021,2021,england,premier-league,Aston Villa,Wolves,2.42,3.22,3.26,2.22,1.71,1.9,1.89,https://www.oddsportal.com/soccer/england/premier-league/aston-villa-wolves-4bxepksG/
06.03.2021,2021,italy,primavera-2,Verona U19,Pordenone U19,1.66,4.06,4.12,1.44,2.55,1.47,2.45,https://www.oddsportal.com/soccer/italy/primavera-2/verona-pordenone-ENfXz4Qk/
06.03.2021,2021,netherlands,eerste-divisie,Almere City,Excelsior,1.84,3.99,3.84,1.48,2.59,1.48,2.58,https://www.oddsportal.com/soccer/netherlands/eerste-divisie/almere-city-excelsior-OWYHfefB/
06.03.2021,2021,slovakia,2-liga,Skalica,Banska Bystrica,3.71,3.54,1.87,1.80,2.00,1.68,2.09,https://www.oddsportal.com/soccer/slovakia/2-liga/skalica-banska-bystrica-rB6Rz1bc/
06.03.2021,2021,austria,tipico-bundesliga,Altach,LASK,7.1,4.81,1.42,1.64,2.34,1.84,1.94,https://www.oddsportal.com/soccer/austria/tipico-bundesliga/altach-lask-linz-EiIvl6Cn/
06.03.2021,2021,england,national-league,Woking,King’s Lynn,2.45,3.43,2.71,1.82,2.01,1.64,2.16,https://www.oddsportal.com/soccer/england/national-league/woking-kings-lynn-Y5dvlVg8/
06.03.2021,2021,uganda,premier-league,Bright Stars,Onduparaka FC,1.7,3.39,4.53,1.67,2.08,1.72,2.01,https://www.oddsportal.com/soccer/uganda/premier-league/bright-stars-onduparaka-fc-QTpHhDPq/
06.03.2021,2021,slovenia,prva-liga,Mura,Aluminij,1.56,3.64,6.09,2.11,1.72,2.07,1.7,https://www.oddsportal.com/soccer/slovenia/prva-liga/mura-aluminij-A9z7jeK1/
