date,season,country,league,team1,team2,home,draw,away,over,under,yes,no,link
27.02.2021,2021,algeria,ligue-1,Mlila,Tlemcen,1.74,3.23,4.89,2.51,1.50,2.28,1.58,https://www.oddsportal.com/soccer/algeria/ligue-1/mlila-tlemcen-Szfnu12b
27.02.2021,2021,spain,segunda-division-b-group-3,Llagostera,Cornella,2.3,2.96,3.26,2.48,1.53,2.01,1.73,https://www.oddsportal.com/soccer/spain/segunda-division-b-group-3/llagostera-cornella-zLwwMDtt
27.02.2021,2021,germany,regionalliga-west,B. Monchengladbach II,Alemannia Aachen,2.61,3.22,2.65,2.16,1.69,1.86,1.88,https://www.oddsportal.com/soccer/germany/regionalliga-west/b-monchengladbach-alemannia-aachen-A90sfUwt
27.02.2021,2021,italy,primavera-2,Pordenone U19,Cittadella U19,1.91,4.1,3.11,1.33,3.01,1.35,2.91,https://www.oddsportal.com/soccer/italy/primavera-2/pordenone-cittadella-YkKbM4Bd
27.02.2021,2021,ukraine,premier-league,Vorskla Poltava,Oleksandriya,2.85,3.22,2.51,2.20,1.69,1.88,1.88,https://www.oddsportal.com/soccer/ukraine/premier-league/vorskla-poltava-oleksandriya-URGGafpl
27.02.2021,2021,morocco,botola-pro,Youssoufia Berrechid,Rapide Oued Zem,1.99,3.0,4.08,2.31,1.59,2.0,1.75,https://www.oddsportal.com/soccer/morocco/botola-pro/youssoufia-berrechid-rapide-oued-zem-lzSGOnWG
27.02.2021,2021,algeria,u21-league,ES Setif U21,ASO Chlef U21,1.25,5.5,8.7,1.95,1.75,2.44,1.48,https://www.oddsportal.com/soccer/algeria/u21-league/es-setif-aso-chlef-EX7k15OR
27.02.2021,2021,spain,segunda-division-b-group-3,L Hospitalet,Gimnastic,3.2,3.06,2.27,2.26,1.63,1.89,1.83,https://www.oddsportal.com/soccer/spain/segunda-division-b-group-3/l-hospitalet-gimnastic-phSREdZC
27.02.2021,2021,england,premier-league,Manchester City,West Ham,1.25,6.62,13.22,1.60,2.40,2.19,1.68,https://www.oddsportal.com/soccer/england/premier-league/manchester-city-west-ham-n3idPm5j
27.02.2021,2021,cyprus,division-2,Chloraka,Thoi Lakatamias,1.57,3.77,4.91,1.63,2.15,1.66,2.06,https://www.oddsportal.com/soccer/cyprus/division-2/akritas-chloraka-thoi-lakatamias-SjlzcHxR
27.02.2021,2021,mexico,liga-mx,Toluca,Atlas,2.15,3.39,3.34,1.97,1.86,1.76,2.01,https://www.oddsportal.com/soccer/mexico/liga-mx/toluca-atlas-Glbm73GM
27.02.2021,2021,portugal,primeira-liga,FC Porto,Sporting,2.15,3.39,3.65,2.27,1.70,1.97,1.82,https://www.oddsportal.com/soccer/portugal/primeira-liga/fc-porto-sporting-KdkUMDyJ
27.02.2021,2021,sweden,svenska-cupen,Landskrona,Mjallby,4.43,3.77,1.78,1.73,2.16,1.67,2.16,https://www.oddsportal.com/soccer/sweden/svenska-cupen/landskrona-mjallby-Kb074HT9
27.02.2021,2021,algeria,u21-league,MC Alger U21,JS Kabylie U21,2.24,3.4,2.79,1.90,1.80,1.75,1.95,https://www.oddsportal.com/soccer/algeria/u21-league/mc-alger-kabylie-GtfHdPWr
27.02.2021,2021,germany,regionalliga-west,Oberhausen,Wuppertaler,2.02,3.08,3.99,1.76,2.07,1.59,2.22,https://www.oddsportal.com/soccer/germany/regionalliga-west/oberhausen-wuppertaler-l0aoglgn
27.02.2021,2021,england,league-one,Charlton,Blackpool,2.68,3.36,2.71,2.09,1.78,1.81,1.96,https://www.oddsportal.com/soccer/england/league-one/charlton-blackpool-prXeJXSR
27.02.2021,2021,england,league-two,Scunthorpe,Cheltenham,3.59,3.18,2.19,2.33,1.62,1.99,1.78,https://www.oddsportal.com/soccer/england/league-two/scunthorpe-cheltenham-hbTccuVD
27.02.2021,2021,uganda,premier-league,URA SC,Busoga,1.21,5.55,10.05,1.34,2.98,1.69,2.05,https://www.oddsportal.com/soccer/uganda/premier-league/uganda-revenue-busoga-dONeNFJi
27.02.2021,2021,zambia,super-league,Nkana,Power Dynamos,2.33,2.83,3.12,2.40,1.49,1.97,1.76,https://www.oddsportal.com/soccer/zambia/super-league/nkana-power-dynamos-KfWHO1s7
27.02.2021,2021,germany,2-bundesliga,Bochum,Wurzburger Kickers,1.68,3.72,5.31,1.69,2.26,1.65,2.19,https://www.oddsportal.com/soccer/germany/2-bundesliga/bochum-wurzburger-kickers-4WuYPjcg
27.02.2021,2021,england,championship,Luton,Sheffield Wed,2.23,3.19,3.58,2.51,1.56,2.09,1.72,https://www.oddsportal.com/soccer/england/championship/luton-sheffield-wed-dzAf5CYk
27.02.2021,2021,denmark,1st-division,Kolding IF,Skive IK,2.1,3.5,3.37,1.89,1.96,1.71,2.09,https://www.oddsportal.com/soccer/denmark/1st-division/kolding-if-skive-ik-neNtdDGI
27.02.2021,2021,france,ligue-2,Chateauroux,Nancy,2.58,2.98,3.09,2.41,1.61,1.99,1.8,https://www.oddsportal.com/soccer/france/ligue-2/chateauroux-nancy-Ct7ZILza
27.02.2021,2021,england,league-one,Fleetwood,Accrington,2.48,3.13,3.15,2.30,1.65,1.93,1.84,https://www.oddsportal.com/soccer/england/league-one/fleetwood-town-accrington-tEIRDBjk
27.02.2021,2021,australia,npl-nsw,Sydney Olympic,Sydney Utd,2.66,3.6,2.37,1.58,2.22,1.52,2.42,https://www.oddsportal.com/soccer/australia/npl-nsw/sydney-olympic-sydney-utd-8lO69wY7
27.02.2021,2021,burundi,primus-league,Inter Star,Bumamuru,2.48,3.13,2.75,2.26,1.64,1.9,1.8,https://www.oddsportal.com/soccer/burundi/primus-league/inter-star-bumamuru-KbCZvDLC
27.02.2021,2021,england,league-two,Carlisle,Oldham,1.78,3.63,4.66,1.73,2.13,1.66,2.13,https://www.oddsportal.com/soccer/england/league-two/carlisle-oldham-zqKHP09r
27.02.2021,2021,albania,superliga,Kastrioti,Apolonia Fier,1.77,3.13,4.52,2.51,1.44,2.32,1.57,https://www.oddsportal.com/soccer/albania/superliga/kastrioti-apolonia-fier-4YKLNCrQ
27.02.2021,2021,japan,j1-league,Hokkaido Consadole Sapporo,Yokohama FC,1.78,3.94,4.27,1.73,2.16,1.68,2.14,https://www.oddsportal.com/soccer/japan/j1-league/hokkaido-consadole-sapporo-yokohama-fc-0xGcZNSQ
27.02.2021,2021,zambia,super-league,Zanaco,Green Eagles,1.41,3.77,7.68,2.40,1.49,2.66,1.42,https://www.oddsportal.com/soccer/zambia/super-league/zanaco-green-eagles-6iAGlrh4
