date,season,country,league,team1,team2,home,draw,away,over,under,yes,no,link
03.03.2021,2021,turkey,super-lig,Basaksehir,Konyaspor,2.1,3.28,3.81,2.10,1.79,1.84,1.94,https://www.oddsportal.com/soccer/turkey/super-lig/basaksehir-konyaspor-UXuPoF6a
03.03.2021,2021,czech-republic,mol-cup,Teplice,Brno,2.11,3.66,3.13,1.69,2.15,1.57,2.27,https://www.oddsportal.com/soccer/czech-republic/mol-cup/teplice-brno-hYPjmdHH
03.03.2021,2021,guatemala,liga-nacional,Municipal,Sanarate,1.22,5.6,11.47,1.66,2.16,1.96,1.77,https://www.oddsportal.com/soccer/guatemala/liga-nacional/municipal-sanarate-CUG8I8kQ
03.03.2021,2021,brazil,campeonato-mineiro,Athletic Club,America MG,5.22,3.54,1.67,2.41,1.59,2.24,1.59,https://www.oddsportal.com/soccer/brazil/campeonato-mineiro/athletic-club-america-mg-rmEkhyWD
03.03.2021,2021,hungary,merkantil-bank-liga,Vasas,Siofok,1.36,4.74,7.0,1.63,2.21,1.84,1.89,https://www.oddsportal.com/soccer/hungary/merkantil-bank-liga/vasas-siofok-Y9KiVAVi
03.03.2021,2021,thailand,thai-league-1,Rayong FC,Ratchaburi,5.28,4.31,1.52,1.60,2.31,1.67,2.11,https://www.oddsportal.com/soccer/thailand/thai-league-1/rayong-fc-ratchaburi-UPHzIITG
03.03.2021,2021,costa-rica,primera-division,Limon,Herediano,3.79,3.3,1.98,1.83,1.99,1.67,2.11,https://www.oddsportal.com/soccer/costa-rica/primera-division/limon-herediano-v90UaZEf
03.03.2021,2021,turkey,super-lig,Ankaragucu,Galatasaray,6.68,4.65,1.46,1.69,2.25,1.83,1.93,https://www.oddsportal.com/soccer/turkey/super-lig/ankaragucu-galatasaray-QaZXqgyC
03.03.2021,2021,cyprus,cyprus-cup,Sileks,Shkupi,2.99,3.1,2.22,1.81,2.00,1.63,2.14,https://www.oddsportal.com/soccer/cyprus/cyprus-cup/achnas-ol-nicosia-Q7HyGRim
03.03.2021,2021,germany,3-liga,Lubeck,Hansa Rostock,4.07,3.48,1.87,2.03,1.82,1.84,1.9,https://www.oddsportal.com/soccer/germany/3-liga/lubeck-hansa-rostock-vovR8AIT
03.03.2021,2021,russia,youth-league,Spartak Moscow U19,R. Volgograd U19,1.04,12.53,26.5,1.16,4.33,2.17,1.66,https://www.oddsportal.com/soccer/russia/youth-league/spartak-moscow-r-volgograd-4teKC2B8
03.03.2021,2021,italy,serie-c-group-a,Lecco,Renate,2.34,3.08,3.06,2.09,1.74,1.78,1.96,https://www.oddsportal.com/soccer/italy/serie-c-group-a/lecco-renate-ttXTMUxs
03.03.2021,2021,uganda,premier-league,Vipers,Bright Stars,1.44,3.99,6.26,1.60,2.20,1.8,1.9,https://www.oddsportal.com/soccer/uganda/premier-league/vipers-bright-stars-Me2Y0yI3
03.03.2021,2021,hungary,merkantil-bank-liga,Kaposvar,Budaorsi SC,2.54,3.24,2.53,1.80,1.94,1.7,2.07,https://www.oddsportal.com/soccer/hungary/merkantil-bank-liga/kaposvar-budaorsi-sc-fP80Tl04
03.03.2021,2021,germany,3-liga,Saarbrucken,Duisburg,2.08,3.53,3.3,1.66,2.25,1.56,2.31,https://www.oddsportal.com/soccer/germany/3-liga/saarbrucken-duisburg-n3iJ4bMJ
03.03.2021,2021,colombia,primera-b,Fortaleza,U. Magdalena,1.9,3.0,4.59,2.25,1.63,2.01,1.75,https://www.oddsportal.com/soccer/colombia/primera-b/fortaleza-c-e-i-f-union-magdalena-EXkHdlGF
03.03.2021,2021,hungary,merkantil-bank-liga,Soroksar,Szentlorinc,1.8,3.54,3.96,1.97,1.82,1.8,1.94,https://www.oddsportal.com/soccer/hungary/merkantil-bank-liga/soroksar-szentlorinc-se-SjM7RSUG
03.03.2021,2021,italy,serie-a,Atalanta,Crotone,1.19,7.7,15.47,1.41,2.90,2.03,1.77,https://www.oddsportal.com/soccer/italy/serie-a/atalanta-crotone-S6IQsXIb
03.03.2021,2021,italy,serie-d-group-e,Foligno,San Donato,2.58,3.2,2.58,2.09,1.74,1.78,1.92,https://www.oddsportal.com/soccer/italy/serie-d-group-e/foligno-san-donato-tavarnelle-vm70cAPm
03.03.2021,2021,guatemala,liga-nacional,Iztapa,Comunicaciones,2.83,3.37,2.29,1.79,2.01,1.57,2.2,https://www.oddsportal.com/soccer/guatemala/liga-nacional/iztapa-comunicaciones-Ew3zEScs
03.03.2021,2021,italy,serie-d-group-e,Montevarchi Calcio,Scandicci,1.51,4.02,5.7,1.85,1.95,1.95,1.75,https://www.oddsportal.com/soccer/italy/serie-d-group-e/montevarchi-calcio-scandicci-rHLU2W1Q
03.03.2021,2021,hungary,otp-bank-liga,Ujpest,Budafoki,2.13,3.46,3.18,1.85,1.96,1.69,2.1,https://www.oddsportal.com/soccer/hungary/otp-bank-liga/ujpest-budafoki-mte-4CRM9PEH
03.03.2021,2021,germany,regionalliga-sudwest,FSV Frankfurt,Freiburg II,3.04,3.07,2.39,1.80,2.02,1.6,2.21,https://www.oddsportal.com/soccer/germany/regionalliga-sudwest/fsv-frankfurt-freiburg-fcdlkPyB
03.03.2021,2021,italy,serie-c-group-c,Juve Stabia,Bari,3.3,3.06,2.23,2.22,1.65,1.89,1.84,https://www.oddsportal.com/soccer/italy/serie-c-group-c/juve-stabia-bari-zmO2MKh6
03.03.2021,2021,japan,ybc-levain-cup,Avispa Fukuoka,Hokkaido Consadole Sapporo,3.57,3.58,1.98,1.86,1.96,1.72,2.07,https://www.oddsportal.com/soccer/japan/ybc-levain-cup/avispa-fukuoka-hokkaido-consadole-sapporo-GlGhsLSm
03.03.2021,2021,italy,serie-c-group-c,Foggia,Vibonese,2.03,3.12,3.75,2.22,1.65,1.93,1.8,https://www.oddsportal.com/soccer/italy/serie-c-group-c/foggia-vibonese-hSnoYtnB
03.03.2021,2021,england,premier-league,Burnley,Leicester,4.05,3.29,2.08,2.18,1.73,1.91,1.88,https://www.oddsportal.com/soccer/england/premier-league/burnley-leicester-SEEuhwuf
03.03.2021,2021,bulgaria,bulgarian-cup,Tsarsko Selo,Ludogorets,9.48,5.03,1.29,1.76,2.04,2.22,1.61,https://www.oddsportal.com/soccer/bulgaria/bulgarian-cup/tsarsko-selo-ludogorets-hbDpChhO
03.03.2021,2021,serbia,super-liga,FK Vozdovac,Backa,1.61,3.75,5.1,2.02,1.77,1.99,1.76,https://www.oddsportal.com/soccer/serbia/super-liga/fk-vozdovac-backa-6HsIkhOC
03.03.2021,2021,italy,serie-c-group-c,Catania,Palermo,1.93,3.23,3.95,2.25,1.63,2.0,1.75,https://www.oddsportal.com/soccer/italy/serie-c-group-c/catania-palermo-fkv4KbNI
03.03.2021,2021,hungary,merkantil-bank-liga,Ajka,Debrecen,4.24,3.57,1.74,2.02,1.78,1.82,1.91,https://www.oddsportal.com/soccer/hungary/merkantil-bank-liga/ajka-debrecen-GY9dUUpb
03.03.2021,2021,germany,bundesliga-women,Freiburg W,Sand W,1.45,4.46,5.74,1.55,2.30,1.67,2.07,https://www.oddsportal.com/soccer/germany/bundesliga-women/freiburg-sc-sand-zPByHHqJ
03.03.2021,2021,croatia,croatian-cup,Osijek,Rijeka,2.27,3.37,2.97,1.90,1.91,1.68,2.09,https://www.oddsportal.com/soccer/croatia/croatian-cup/osijek-rijeka-61geZaRp
03.03.2021,2021,luxembourg,national-division,UNA Strassen,Differdange,2.6,3.61,2.34,1.58,2.32,1.48,2.44,https://www.oddsportal.com/soccer/luxembourg/national-division/una-strassen-differdange-d2AUz54i
03.03.2021,2021,colombia,primera-b,Real San Andres,Orsomarso,2.16,3.12,3.42,2.34,1.59,2.02,1.74,https://www.oddsportal.com/soccer/colombia/primera-b/real-san-andres-orsomarso-I5d8bAo3
03.03.2021,2021,zambia,super-league,Indeni,Kitwe United,2.9,2.79,2.53,2.97,1.32,2.27,1.56,https://www.oddsportal.com/soccer/zambia/super-league/indeni-kitwe-united-K8oGNGSa
03.03.2021,2021,portugal,campeonato-de-portugal,Vila Cortez,Castro Daire,7.83,5.02,1.3,1.51,2.32,1.78,1.97,https://www.oddsportal.com/soccer/portugal/campeonato-de-portugal/vila-cortez-castro-daire-8j7167C2
03.03.2021,2021,spain,tercera-division-group-5,Cerdanyola,Vilassar de Mar,1.85,3.35,3.98,2.11,1.70,1.86,1.85,https://www.oddsportal.com/soccer/spain/tercera-division-group-5/cerdanyola-del-valles-vilassar-de-mar-E5HJXSfD
03.03.2021,2021,brazil,campeonato-carioca,Volta Redonda,Madureira,1.62,3.71,5.42,2.14,1.73,2.06,1.73,https://www.oddsportal.com/soccer/brazil/campeonato-carioca/volta-redonda-madureira-txB6hFrq
03.03.2021,2021,spain,tercera-division-group-12,Atl. Victoria,Atl. Paso,3.28,3.29,2.07,1.99,1.79,1.71,2.02,https://www.oddsportal.com/soccer/spain/tercera-division-group-12/atletico-victoria-atletico-paso-tQ0YRKz2
03.03.2021,2021,japan,ybc-levain-cup,Yokohama F. Marinos,Vegalta Sendai,1.55,4.51,5.13,1.42,2.79,1.52,2.47,https://www.oddsportal.com/soccer/japan/ybc-levain-cup/yokohama-f-marinos-vegalta-sendai-IDC9wwSC
03.03.2021,2021,greece,super-league-2,Diagoras,O.F. Ierapetra,1.54,3.64,5.96,2.29,1.61,2.31,1.55,https://www.oddsportal.com/soccer/greece/super-league-2/diagoras-fc-o-f-ierapetra-O6m4ts3G
03.03.2021,2021,bulgaria,bulgarian-cup,Levski Sofia,Beroe,2.63,3.24,2.58,2.08,1.74,1.81,1.93,https://www.oddsportal.com/soccer/bulgaria/bulgarian-cup/levski-sofia-beroe-4QYCzvAt
03.03.2021,2021,cyprus,cyprus-cup,AEL Limassol,Nea Salamis,1.54,4.05,5.49,1.79,2.01,1.87,1.87,https://www.oddsportal.com/soccer/cyprus/cyprus-cup/ael-limassol-nea-salamis-INVpCqiC
03.03.2021,2021,italy,serie-c-group-a,Pontedera,Pistoiese,2.09,3.12,3.56,2.22,1.65,1.91,1.82,https://www.oddsportal.com/soccer/italy/serie-c-group-a/us-pontedera-pistoiese-xA5duwg8
03.03.2021,2021,france,ligue-1,Brest,Dijon,1.73,4.02,4.8,1.76,2.13,1.74,2.08,https://www.oddsportal.com/soccer/france/ligue-1/brest-dijon-I5UVB31C
03.03.2021,2021,italy,serie-c-group-a,Piacenza,Giana Erminio,2.16,3.13,3.38,2.08,1.75,1.8,1.94,https://www.oddsportal.com/soccer/italy/serie-c-group-a/piacenza-giana-erminio-6PZdKyHr
03.03.2021,2021,italy,serie-c-group-b,Ravenna,Matelica,2.29,3.14,3.09,2.05,1.77,1.76,1.97,https://www.oddsportal.com/soccer/italy/serie-c-group-b/ravenna-matelica-nLhf4rwb
03.03.2021,2021,italy,serie-c-group-b,Triestina,Gubbio,1.93,3.28,3.9,2.05,1.77,1.83,1.9,https://www.oddsportal.com/soccer/italy/serie-c-group-b/triestina-gubbio-xjB3sLVp
03.03.2021,2021,italy,serie-a,Genoa,Sampdoria,3.03,3.17,2.58,2.14,1.75,1.85,1.95,https://www.oddsportal.com/soccer/italy/serie-a/genoa-sampdoria-dnAsvkIN
03.03.2021,2021,czech-republic,mol-cup,Liberec,Ceske Budejovice,1.92,3.51,3.84,1.99,1.82,1.82,1.92,https://www.oddsportal.com/soccer/czech-republic/mol-cup/liberec-ceske-budejovice-6yUfnGWN
03.03.2021,2021,sweden,svenska-cupen,Ostersunds,Akropolis,1.53,4.49,5.8,1.57,2.38,1.68,2.15,https://www.oddsportal.com/soccer/sweden/svenska-cupen/ostersunds-akropolis-2NkC3yqG
03.03.2021,2021,brazil,campeonato-pernambucano,Central SC,Santa Cruz,6.91,5.23,1.33,1.38,2.82,1.62,2.15,https://www.oddsportal.com/soccer/brazil/campeonato-pernambucano/central-sc-santa-cruz-nDAVZM8f
03.03.2021,2021,greece,super-league-2,Ionikos,Ergotelis,1.92,3.05,4.21,2.39,1.54,2.05,1.69,https://www.oddsportal.com/soccer/greece/super-league-2/ionikos-ergotelis-db4tNh2e
03.03.2021,2021,russia,youth-league,Khimki U19,Lokomotiv Moscow U19,11.76,6.82,1.17,1.37,2.88,1.93,1.83,https://www.oddsportal.com/soccer/russia/youth-league/khimki-lokomotiv-moscow-UgLKByq5
03.03.2021,2021,israel,ligat-ha-al,Hapoel Tel Aviv,Maccabi Haifa,5.13,3.69,1.64,2.06,1.77,1.97,1.77,https://www.oddsportal.com/soccer/israel/ligat-ha-al/hapoel-tel-aviv-maccabi-haifa-2mJ6fFgk
03.03.2021,2021,spain,copa-del-rey-2020-2021,Barcelona,Sevilla,1.53,4.69,6.2,1.60,2.42,1.71,2.13,https://www.oddsportal.com/soccer/spain/copa-del-rey-2020-2021/barcelona-sevilla-YeVfUXPu
03.03.2021,2021,croatia,croatian-cup,D. Zagreb,Slaven Belupo,1.29,5.24,8.85,1.65,2.24,2.01,1.75,https://www.oddsportal.com/soccer/croatia/croatian-cup/din-zagreb-slaven-belupo-MNxh73WN
03.03.2021,2021,mexico,liga-mx,Club Leon,Puebla,1.68,3.69,5.22,2.01,1.83,1.94,1.82,https://www.oddsportal.com/soccer/mexico/liga-mx/club-leon-puebla-nVs7NO03
03.03.2021,2021,italy,serie-d-group-g,Monterosi FC,Vis Artena,2.21,3.24,3.08,2.09,1.74,1.8,1.9,https://www.oddsportal.com/soccer/italy/serie-d-group-g/monterosi-fc-vis-artena-rVpTJmtB
03.03.2021,2021,tanzania,ligi-kuu-bara,Ihefu,Gwambina,2.33,2.58,3.61,3.19,1.27,2.53,1.48,https://www.oddsportal.com/soccer/tanzania/ligi-kuu-bara/ihefu-gwambina-hAN0NWKu
03.03.2021,2021,morocco,coupe-du-trone,Kawkab Marrakech,Hassania Agadir,6.38,3.99,1.47,2.01,1.80,2.12,1.67,https://www.oddsportal.com/soccer/morocco/coupe-du-trone/kawkab-marrakech-hassania-agadir-6m28i2f5
03.03.2021,2021,thailand,thai-league-2,Udon Thani,Khonkaen Utd.,3.47,3.29,2.03,1.88,1.90,1.64,2.08,https://www.oddsportal.com/soccer/thailand/thai-league-2/udon-thani-khonkaen-united-fBHwjWh2
03.03.2021,2021,brazil,campeonato-pernambucano,Afogados da Ingazeira,Retro,3.08,3.39,2.15,1.87,1.89,1.66,2.11,https://www.oddsportal.com/soccer/brazil/campeonato-pernambucano/afogados-da-ingazeira-retro-pbTYYtO0
03.03.2021,2021,denmark,superliga,Aarhus,Nordsjaelland,1.62,4.19,5.06,1.70,2.23,1.72,2.1,https://www.oddsportal.com/soccer/denmark/superliga/aarhus-nordsjaelland-xjLg7vqb
03.03.2021,2021,portugal,campeonato-de-portugal,Alverca,Uniao Almeirim,1.22,5.59,9.9,1.53,2.41,1.92,1.83,https://www.oddsportal.com/soccer/portugal/campeonato-de-portugal/alverca-uniao-almeirim-27eCcLar
03.03.2021,2021,palestine,west-bank-league,Thaqafi Tulkarem,Al Quds,5.41,3.86,1.55,1.88,1.90,1.91,1.8,https://www.oddsportal.com/soccer/palestine/west-bank-league/thaqafi-tulkarem-al-quds-xQHrPFAh
03.03.2021,2021,europe,champions-league-women,Chelsea W,Atl. Madrid W,1.5,4.93,4.94,1.76,2.09,1.83,1.9,https://www.oddsportal.com/soccer/europe/champions-league-women/chelsea-atl-madrid-C6QQdBBP
03.03.2021,2021,zambia,super-league,Green Eagles,Green Buffaloes FC,1.83,2.96,4.61,2.70,1.40,2.3,1.55,https://www.oddsportal.com/soccer/zambia/super-league/green-eagles-green-buffaloes-fc-tOZOLfcC
