date,season,country,league,team1,team2,home,draw,away,over,under,yes,no,link
23.02.2021,2021,england,premier-league,Leeds,Southampton,2.36,3.49,3.12,1.66,2.29,1.53,2.49,https://www.oddsportal.com/soccer/england/premier-league/leeds-southampton-OAmgPYn0
23.02.2021,2021,france,national,Concarneau,Annecy,2.22,3.05,3.36,2.51,1.53,2.07,1.72,https://www.oddsportal.com/soccer/france/national/concarneau-annecy-0x04IDvs
23.02.2021,2021,kuwait,premier-league,Al Salmiya,Al Naser,2.07,3.42,3.25,1.84,1.98,1.73,2.06,https://www.oddsportal.com/soccer/kuwait/premier-league/al-salmiya-al-naser-hGCwhfgn
23.02.2021,2021,iraq,super-league,Al Najaf,Al Diwaniya,2.08,2.97,3.75,2.73,1.39,2.3,1.55,https://www.oddsportal.com/soccer/iraq/super-league/al-najaf-al-diwaniya-KdF08XDF
23.02.2021,2021,romania,liga-1,Viitorul Constanta,Poli Iasi,1.59,4.0,5.55,1.94,1.93,1.94,1.84,https://www.oddsportal.com/soccer/romania/liga-1/viitorul-constanta-poli-iasi-YBHuE4iH
23.02.2021,2021,world,friendly-international-women,Austria W,Slovakia W,1.64,4.01,4.8,1.65,2.26,1.64,2.17,https://www.oddsportal.com/soccer/world/friendly-international-women/austria-slovakia-bLmhlpOE
23.02.2021,2021,england,championship,Derby,Huddersfield,2.19,3.31,3.56,2.22,1.71,1.91,1.86,https://www.oddsportal.com/soccer/england/championship/derby-huddersfield-0SQSDqLh
23.02.2021,2021,scotland,championship,Dundee FC,Ayr,1.72,3.91,4.31,1.66,2.20,1.65,2.13,https://www.oddsportal.com/soccer/scotland/championship/dundee-fc-ayr-6sND6HDT
23.02.2021,2021,england,league-two,Colchester,Exeter,3.7,3.28,2.1,1.97,1.89,1.74,2.04,https://www.oddsportal.com/soccer/england/league-two/colchester-exeter-GIPICgEd
23.02.2021,2021,england,national-league,Dag &amp; Red,Sutton,3.68,3.27,2.04,2.04,1.79,1.82,1.93,https://www.oddsportal.com/soccer/england/national-league/dagenham-red-sutton-zDiwPNKu
23.02.2021,2021,netherlands,eerste-divisie,FC Volendam,Jong Ajax,1.76,4.33,3.91,1.33,3.21,1.37,3.0,https://www.oddsportal.com/soccer/netherlands/eerste-divisie/fc-volendam-jong-ajax-t8wRR5K7
23.02.2021,2021,germany,regionalliga-sudwest,Pirmasens,Alzenau,2.18,2.99,3.58,1.84,1.96,1.62,2.16,https://www.oddsportal.com/soccer/germany/regionalliga-sudwest/pirmasens-alzenau-6ZUhbT1c
23.02.2021,2021,europe,euro-women,Scotland W,Portugal W,2.02,3.42,3.54,2.19,1.69,1.98,1.8,https://www.oddsportal.com/soccer/europe/euro-women/scotland-portugal-8UH7bRel
23.02.2021,2021,qatar,qsl,Al Sailiya,Al Khor,2.19,3.38,3.03,1.88,1.93,1.69,2.1,https://www.oddsportal.com/soccer/qatar/qsl/al-sailiya-al-khor-zTRwMQ5G
23.02.2021,2021,austria,tipico-bundesliga,Hartberg,Tirol,2.74,3.48,2.49,1.45,2.67,1.39,2.93,https://www.oddsportal.com/soccer/austria/tipico-bundesliga/hartberg-tirol-vgSq9tdt
23.02.2021,2021,england,league-two,Cambridge Utd,Cheltenham,3.08,3.21,2.42,2.21,1.70,1.86,1.9,https://www.oddsportal.com/soccer/england/league-two/cambridge-utd-cheltenham-OKpvKyMM
23.02.2021,2021,england,league-one,Charlton,Burton,1.85,3.55,4.65,1.76,2.14,1.65,2.2,https://www.oddsportal.com/soccer/england/league-one/charlton-burton-fuaA7zUF
23.02.2021,2021,montenegro,prva-crnogorska-liga,Titograd,OFK Petrovac,2.7,3.13,2.51,2.19,1.64,1.83,1.87,https://www.oddsportal.com/soccer/montenegro/prva-crnogorska-liga/ofk-titograd-ofk-petrovac-nuqE1TOo
23.02.2021,2021,moldova,divizia-nationala,CSCA Buiucani,Floresti,1.43,3.95,6.48,1.77,1.94,1.92,1.78,https://www.oddsportal.com/soccer/moldova/divizia-nationala/csca-buiucani-floresti-4AWZti8E
23.02.2021,2021,england,league-two,Morecambe,Salford,2.85,3.37,2.49,2.04,1.82,1.77,2.0,https://www.oddsportal.com/soccer/england/league-two/morecambe-salford-GIolSYDq
23.02.2021,2021,saudi-arabia,saudi-professional-league,Al Ain,Damac,2.34,3.42,2.73,1.78,2.01,1.62,2.17,https://www.oddsportal.com/soccer/saudi-arabia/saudi-professional-league/al-ain-damac-IicpKOkg
23.02.2021,2021,spain,tercera-division-group-8,Penaranda,Becerril,2.34,3.19,2.91,2.17,1.69,1.85,1.85,https://www.oddsportal.com/soccer/spain/tercera-division-group-8/penaranda-de-bracamonte-becerril-Kn6jAtw8
23.02.2021,2021,england,professional-development-league,Bristol City U23,Cardiff U23,1.81,3.98,3.45,1.37,2.95,1.39,2.79,https://www.oddsportal.com/soccer/england/professional-development-league/bristol-city-cardiff-v3TcLhAO
23.02.2021,2021,egypt,egypt-cup,Misr Lel Makkasa,Ashmoun,1.19,6.04,12.38,1.63,2.23,2.41,1.53,https://www.oddsportal.com/soccer/egypt/egypt-cup/misr-lel-makkasa-ashmoun-0Qgdqe9E
23.02.2021,2021,colombia,primera-a,Dep. Cali,Petrolera,1.39,4.3,7.96,1.95,1.85,2.21,1.62,https://www.oddsportal.com/soccer/colombia/primera-a/dep-cali-petrolera-KtVUNkQg
23.02.2021,2021,england,national-league,Maidenhead,Aldershot,2.67,3.35,2.53,1.89,1.92,1.69,2.08,https://www.oddsportal.com/soccer/england/national-league/maidenhead-aldershot-AVqjML4b
23.02.2021,2021,thailand,thai-league-1,Trat FC,Suphanburi,2.69,3.47,2.39,1.79,2.02,1.63,2.15,https://www.oddsportal.com/soccer/thailand/thai-league-1/trat-fc-suphanburi-fc-UoVP3S86
23.02.2021,2021,northern-ireland,nifl-premiership,Carrick Rangers,Coleraine,3.91,4.03,1.76,1.56,2.39,1.57,2.28,https://www.oddsportal.com/soccer/northern-ireland/nifl-premiership/carrick-rangers-coleraine-lrCsTHXe
