date,season,country,league,team1,team2,home,draw,away,over,under,yes,no,link
24.02.2021,2021,nigeria,npfl,Warri Wolves,Rivers United,2.65,3.15,2.52,2.18,1.65,1.86,1.84,https://www.oddsportal.com/soccer/nigeria/npfl/warri-wolves-rivers-united-tCPOvx54
24.02.2021,2021,italy,serie-d-group-h,Bitonto,Taranto,2.5,2.88,2.63,2.30,1.57,2.0,1.73,https://www.oddsportal.com/soccer/italy/serie-d-group-h/bitonto-taranto-2JX9tlsl
24.02.2021,2021,italy,serie-d-group-c,Caldiero Terme,Adriese,2.56,3.06,2.7,2.02,1.79,1.73,2.0,https://www.oddsportal.com/soccer/italy/serie-d-group-c/caldiero-terme-adriese-CGs2h8cs
24.02.2021,2021,england,championship,Bournemouth,Cardiff,2.19,3.41,3.41,2.09,1.80,1.82,1.94,https://www.oddsportal.com/soccer/england/championship/bournemouth-cardiff-AZqI2DDp
24.02.2021,2021,france,ligue-1,Nimes,Lorient,2.9,3.42,2.51,2.02,1.85,1.77,2.03,https://www.oddsportal.com/soccer/france/ligue-1/nimes-lorient-8Y1GZChQ
24.02.2021,2021,netherlands,eredivisie,Willem II,Den Haag,1.74,3.81,4.74,1.83,2.05,1.75,2.05,https://www.oddsportal.com/soccer/netherlands/eredivisie/willem-ii-den-haag-dfAjteQP
24.02.2021,2021,brazil,campeonato-sergipano,Dorense,Itabaiana,4.73,3.68,1.65,1.72,2.08,1.69,2.08,https://www.oddsportal.com/soccer/brazil/campeonato-sergipano/dorense-itabaiana-vD6GTYiR
24.02.2021,2021,turkey,2-lig-white-group,Ergene Velimese,Manisa FK,7.71,4.65,1.34,1.74,2.07,1.98,1.77,https://www.oddsportal.com/soccer/turkey/2-lig-white-group/ergene-velimese-manisa-fk-UTFzkHNs
24.02.2021,2021,portugal,campeonato-de-portugal,Lusitano FCV,Lusitania FC,5.11,3.72,1.58,2.01,1.73,2.03,1.73,https://www.oddsportal.com/soccer/portugal/campeonato-de-portugal/lusitano-fcv-lusitania-fc-pzFxsiqi
24.02.2021,2021,italy,serie-d-group-a,Borgosesia,Vado,2.22,3.0,2.98,2.00,1.73,1.8,1.91,https://www.oddsportal.com/soccer/italy/serie-d-group-a/borgosesia-calcio-vado-MPy7N6AK
24.02.2021,2021,cyprus,division-2,Achyronas Liopetriou,Chloraka,1.63,3.6,4.55,1.93,1.78,1.83,1.9,https://www.oddsportal.com/soccer/cyprus/division-2/achyronas-liopetriou-akritas-chloraka-UqfdoKwF
24.02.2021,2021,italy,serie-c-group-a,Olbia,Pro Sesto,2.32,2.97,3.22,2.28,1.62,1.92,1.81,https://www.oddsportal.com/soccer/italy/serie-c-group-a/olbia-pro-sesto-nu16IzzK
24.02.2021,2021,kenya,premier-league,Mathare Utd.,Wazito,2.31,3.09,3.03,2.38,1.56,1.98,1.77,https://www.oddsportal.com/soccer/kenya/premier-league/mathare-united-wazito-hzFmsnzi
24.02.2021,2021,italy,serie-d-group-d,Pro Livorno,Fiorenzuola,3.18,3.3,2.14,1.76,2.06,1.67,2.1,https://www.oddsportal.com/soccer/italy/serie-d-group-d/pro-livorno-fiorenzuola-42j7u8TL
24.02.2021,2021,hungary,hungarian-cup,Puskas Academy,Ujpest,1.61,3.89,4.94,1.82,1.99,1.78,1.94,https://www.oddsportal.com/soccer/hungary/hungarian-cup/puskas-academy-ujpest-6kilnybL
24.02.2021,2021,italy,serie-d-group-b,Villa Alme,USD Casatese,3.21,3.28,2.13,2.08,1.75,1.8,1.91,https://www.oddsportal.com/soccer/italy/serie-d-group-b/villa-alme-villa-valle-usd-casatese-KrnHWmsb
24.02.2021,2021,brazil,campeonato-baiano,Alagoinhas,Vitoria,3.64,3.58,1.9,1.91,1.88,1.77,1.98,https://www.oddsportal.com/soccer/brazil/campeonato-baiano/alagoinhas-vitoria-hfH0ZLkk
24.02.2021,2021,italy,serie-d-group-i,Cittanovese,Rende,1.9,3.2,4.08,2.09,1.74,1.85,1.85,https://www.oddsportal.com/soccer/italy/serie-d-group-i/cittanovese-rende-jaM0zWWR
24.02.2021,2021,italy,serie-d-group-d,Prato,Corticella,1.42,4.3,6.6,1.82,1.99,2.1,1.67,https://www.oddsportal.com/soccer/italy/serie-d-group-d/prato-corticella-zTo3tlEF
