date,season,country,league,team1,team2,home,draw,away,over,under,yes,no,link
05.03.2021,2021,cyprus,division-2,Omonia Aradippou,Ayia Napa,2.18,3.45,2.81,1.90,1.87,1.82,1.89,https://www.oddsportal.com/soccer/cyprus/division-2/omonia-aradippou-ayia-napa-SEWMmDaD
05.03.2021,2021,syria,premier-league,Horriya,Harjaleh,2.81,2.82,2.66,2.81,1.38,2.29,1.56,https://www.oddsportal.com/soccer/syria/premier-league/horriya-harjaleh-Qm37F6Ki
05.03.2021,2021,portugal,campeonato-de-portugal,Felgueiras,Tirsense,1.71,3.34,4.73,2.16,1.62,1.94,1.79,https://www.oddsportal.com/soccer/portugal/campeonato-de-portugal/fc-felgueiras-tirsense-vkApoEmN
05.03.2021,2021,malta,division-1,Naxxar Lions,Marsaxlokk,2.23,3.34,2.82,1.74,2.02,1.6,2.2,https://www.oddsportal.com/soccer/malta/division-1/naxxar-lions-marsaxlokk-K6jOiYnc
05.03.2021,2021,algeria,u21-league,Constantine U21,Hussein Dey U21,1.43,4.0,7.0,2.07,1.67,2.38,1.51,https://www.oddsportal.com/soccer/algeria/u21-league/constantine-hussein-dey-82aNo1O6
05.03.2021,2021,france,national,Sporting Club Lyon,Stade Briochin,2.69,2.75,2.96,2.62,1.49,2.12,1.69,https://www.oddsportal.com/soccer/france/national/sporting-club-lyon-stade-briochin-25S7gR64
05.03.2021,2021,netherlands,eerste-divisie,Jong Utrecht,Maastricht,2.28,3.69,2.9,1.60,2.39,1.51,2.5,https://www.oddsportal.com/soccer/netherlands/eerste-divisie/jong-utrecht-maastricht-4rjFgF9H
05.03.2021,2021,mexico,liga-premier-serie-a,Atl. San Luis 2,Mazorqueros,1.63,3.83,4.83,1.86,1.95,1.84,1.86,https://www.oddsportal.com/soccer/mexico/liga-premier-serie-a/atletico-san-luis-mazorqueros-QDEUZaBs
05.03.2021,2021,jordan,shield-cup,Al Jazeera Amman,Al Hussein,1.61,3.77,5.0,1.96,1.81,2.0,1.77,https://www.oddsportal.com/soccer/jordan/shield-cup/al-jazeera-amman-al-hussein-pIBcN9cS
05.03.2021,2021,spain,laliga,Valencia,Villarreal,3.91,3.44,2.08,2.12,1.79,1.87,1.93,https://www.oddsportal.com/soccer/spain/laliga/valencia-villarreal-GjwtyW4D
05.03.2021,2021,hong-kong,premier-league,Southern District,Eastern AA,5.92,4.57,1.44,1.48,2.49,1.63,2.16,https://www.oddsportal.com/soccer/hong-kong/premier-league/southern-district-eastern-aa-W65hNYii
05.03.2021,2021,india,i-league,Punjab,Gokulam,2.85,3.21,2.4,1.95,1.80,1.72,2.05,https://www.oddsportal.com/soccer/india/i-league/punjab-gokulam-0GS7tDlo
05.03.2021,2021,syria,premier-league,Al Wahda,Al Jaish,2.82,2.76,2.71,2.68,1.42,2.23,1.58,https://www.oddsportal.com/soccer/syria/premier-league/al-wahda-al-jaish-tv6JC44A
05.03.2021,2021,israel,liga-alef-north,Hapoel Kaukab,Hapoel Bnei Zalfa,1.4,4.25,7.43,2.02,1.80,2.15,1.63,https://www.oddsportal.com/soccer/israel/liga-alef-north/hapoel-kaukab-hapoel-bnei-zalfa-YNJHAce9
05.03.2021,2021,england,premier-league-2,Middlesbrough U23,Newcastle Utd U23,2.11,3.81,2.93,1.40,2.71,1.42,2.7,https://www.oddsportal.com/soccer/england/premier-league-2/middlesbrough-newcastle-utd-b5BiTkda
05.03.2021,2021,australia,npl-victoria,Green Gully,Hume City,2.66,3.41,2.45,1.77,2.03,1.6,2.24,https://www.oddsportal.com/soccer/australia/npl-victoria/green-gully-hume-city-vm3BYKtO
05.03.2021,2021,iceland,league-cup,Stjarnan,Keflavik,1.71,4.11,3.96,1.40,2.74,1.44,2.62,https://www.oddsportal.com/soccer/iceland/league-cup/stjarnan-keflavik-n7uHmEer
05.03.2021,2021,iraq,super-league,Al Najaf,Al Simawa,1.48,3.75,6.83,2.38,1.56,2.65,1.42,https://www.oddsportal.com/soccer/iraq/super-league/al-najaf-al-simawa-hCQkU7HN
05.03.2021,2021,australia,npl-victoria,Bentleigh Greens,Port Melbourne Sharks,1.67,4.03,4.3,1.57,2.35,1.58,2.28,https://www.oddsportal.com/soccer/australia/npl-victoria/bentleigh-greens-port-melbourne-sharks-hj7FXvdU
05.03.2021,2021,oman,professional-league,Al Nahda,Al Nasr,2.22,3.2,2.94,2.25,1.57,1.91,1.8,https://www.oddsportal.com/soccer/oman/professional-league/al-nahda-al-nasr-ruUybAJI
05.03.2021,2021,algeria,ligue-2,MO Constantine,Chelghoum,1.88,3.13,4.18,2.55,1.44,2.3,1.57,https://www.oddsportal.com/soccer/algeria/ligue-2/mo-constantine-chelghoum-WMHRxe4M
05.03.2021,2021,france,national,Bastia,Concarneau,1.77,3.14,5.16,2.88,1.41,2.64,1.46,https://www.oddsportal.com/soccer/france/national/bastia-concarneau-zBbqzw6q
05.03.2021,2021,germany,2-bundesliga,Wurzburger Kickers,Heidenheim,3.39,3.5,2.14,1.83,2.04,1.66,2.18,https://www.oddsportal.com/soccer/germany/2-bundesliga/wurzburger-kickers-heidenheim-8r1WYotO
05.03.2021,2021,switzerland,challenge-league,Wil,Xamax,2.02,3.54,3.58,1.96,1.85,1.8,1.95,https://www.oddsportal.com/soccer/switzerland/challenge-league/wil-xamax-bc56FOVc
05.03.2021,2021,iceland,league-cup,Akranes,Vestri,1.31,5.75,6.94,1.19,4.10,1.41,2.72,https://www.oddsportal.com/soccer/iceland/league-cup/akranes-vestri-fBHm5tRF
