date,season,country,league,team1,team2,home,draw,away,over,under,yes,no,link
26.02.2021,2021,gambia,gfa-league,Banjul Utd,Elite United,2.82,2.66,2.81,3.40,1.29,2.8,1.38,https://www.oddsportal.com/soccer/gambia/gfa-league/banjul-utd-elite-united-rFfhteU3
26.02.2021,2021,israel,liga-alef-north,Shapira,Daburiya Osama,2.04,3.35,3.38,2.05,1.77,1.84,1.86,https://www.oddsportal.com/soccer/israel/liga-alef-north/haifa-robbie-shapira-ms-daburiya-osama-p2wNlGYk
26.02.2021,2021,england,premier-league-2,Fulham U23,Wolves U23,2.66,3.91,2.22,1.33,2.95,1.33,3.04,https://www.oddsportal.com/soccer/england/premier-league-2/fulham-wolves-0lzP7cnC
26.02.2021,2021,italy,primavera-1,Lazio U19,Cagliari U19,3.41,3.55,1.95,1.75,2.07,1.61,2.16,https://www.oddsportal.com/soccer/italy/primavera-1/lazio-cagliari-vBTVSt7G
26.02.2021,2021,israel,leumit-league,Hapoel Petah Tikva,Hapoel Iksal Imad,4.09,3.53,1.82,2.06,1.78,1.9,1.85,https://www.oddsportal.com/soccer/israel/leumit-league/hapoel-petah-tikva-hapoel-iksal-imad-YZgza9mK
26.02.2021,2021,uganda,premier-league,Express,Wakiso Giants,1.62,3.48,4.96,1.94,1.77,1.86,1.87,https://www.oddsportal.com/soccer/uganda/premier-league/express-fc-wakiso-giants-EFA2mIm4
26.02.2021,2021,denmark,1st-division,Helsingor,Fredericia,2.4,3.16,3.09,1.93,1.92,1.68,2.13,https://www.oddsportal.com/soccer/denmark/1st-division/helsingor-fredericia-bZjaEfWn
26.02.2021,2021,morocco,botola-pro,Maghreb Fez,Moghreb Tetouan,1.72,3.4,4.78,2.32,1.59,2.13,1.66,https://www.oddsportal.com/soccer/morocco/botola-pro/maghreb-fez-moghreb-tetouan-Gpz4Rlnb
26.02.2021,2021,scotland,championship,Inverness,Hearts,4.34,3.96,1.71,1.62,2.21,1.62,2.17,https://www.oddsportal.com/soccer/scotland/championship/inverness-hearts-ABZdXswF
26.02.2021,2021,austria,2-liga,Lafnitz,Floridsdorfer AC,1.99,3.73,3.47,1.65,2.22,1.59,2.32,https://www.oddsportal.com/soccer/austria/2-liga/lafnitz-floridsdorfer-ac-wien-pxMAkHLu
26.02.2021,2021,ukraine,premier-league,Desna,Inhulets,1.68,3.92,4.8,1.94,1.90,1.88,1.88,https://www.oddsportal.com/soccer/ukraine/premier-league/desna-inhulets-js5PcYE0
26.02.2021,2021,gambia,gfa-league,Fortune,Marimoo,1.69,3.21,5.48,2.75,1.42,2.85,1.37,https://www.oddsportal.com/soccer/gambia/gfa-league/fortune-marimoo-M5gduFqA
26.02.2021,2021,bulgaria,parva-liga,Lok. Plovdiv,Etar,1.32,4.77,8.73,1.84,1.96,2.23,1.61,https://www.oddsportal.com/soccer/bulgaria/parva-liga/lok-plovdiv-etar-thTImjK4
26.02.2021,2021,australia,npl-nsw,Manly Utd,Druitt Town Rangers,2.25,3.72,2.76,1.56,2.26,1.5,2.46,https://www.oddsportal.com/soccer/australia/npl-nsw/manly-utd-druitt-town-rangers-v9WkDLYr
26.02.2021,2021,algeria,ligue-1,Bel Abbes,Skikda,1.93,3.08,4.07,2.51,1.47,2.19,1.62,https://www.oddsportal.com/soccer/algeria/ligue-1/bel-abbes-skikda-2gzSwi6O
26.02.2021,2021,poland,division-1,Arka Gdynia,GKS Jastrzebie,1.49,4.13,6.28,1.77,2.08,1.86,1.89,https://www.oddsportal.com/soccer/poland/division-1/arka-gdynia-gks-jastrzebie-vqRRGsI5
26.02.2021,2021,poland,division-1,Widzew Lodz,Radomiak Radom,2.49,2.89,3.09,2.19,1.69,1.86,1.89,https://www.oddsportal.com/soccer/poland/division-1/widzew-lodz-radomiak-radom-rHXII3mg
26.02.2021,2021,bangladesh,premier-league,Muktijoddha Sangsad,Rahmatgonj MFS,2.59,3.34,2.49,1.88,1.89,1.67,2.1,https://www.oddsportal.com/soccer/bangladesh/premier-league/muktijoddha-sangsad-rahmatgonj-mfs-0lYFm1CI
