date,season,country,league,team1,team2,home,draw,away,over,under,yes,no,link
04.03.2021,2021,mexico,liga-de-expansion-mx,Tapatio,Leones Negros,1.59,3.84,5.22,1.95,1.84,1.94,1.79,https://www.oddsportal.com/soccer/mexico/liga-de-expansion-mx/tapatio-leones-negros-K6MgdJi2
04.03.2021,2021,turkey,2-lig-red-group,Serik Belediyespor,Etimesgut,2.57,3.27,2.54,2.02,1.78,1.76,1.99,https://www.oddsportal.com/soccer/turkey/2-lig-red-group/serik-belediyespor-etimesgut-jRCSrXsP
04.03.2021,2021,turkey,2-lig-white-group,Manisa FK,Ankara Demirspor,1.42,4.23,6.69,1.88,1.90,2.04,1.73,https://www.oddsportal.com/soccer/turkey/2-lig-white-group/manisa-fk-ankara-demirspor-b97ioZM6
04.03.2021,2021,morocco,coupe-du-trone,Chabab Atlas Khenifra,Moghreb Tetouan,4.57,3.43,1.74,2.26,1.61,2.12,1.67,https://www.oddsportal.com/soccer/morocco/coupe-du-trone/chabab-atlas-khenifra-moghreb-tetouan-zkocf4An
04.03.2021,2021,egypt,premier-league,Ghazl El Mahallah,National Bank Egypt,3.26,2.52,2.67,2.61,1.44,2.06,1.7,https://www.oddsportal.com/soccer/egypt/premier-league/ghazl-el-mahallah-national-bank-egypt-OjDo4YxR
04.03.2021,2021,tanzania,ligi-kuu-bara,Coastal Union,Young Africans,5.81,3.31,1.6,2.32,1.53,2.25,1.6,https://www.oddsportal.com/soccer/tanzania/ligi-kuu-bara/coastal-union-young-africans-bkFYJcEm
04.03.2021,2021,israel,ligat-ha-al,Ashdod,Hapoel Kfar Saba,1.82,3.46,4.28,2.22,1.67,2.02,1.74,https://www.oddsportal.com/soccer/israel/ligat-ha-al/ashdod-hapoel-kfar-saba-hxna05s8
04.03.2021,2021,turkey,2-lig-white-group,Usakspor,H.Trabzon,3.12,3.19,2.2,2.11,1.71,1.81,1.93,https://www.oddsportal.com/soccer/turkey/2-lig-white-group/utas-usakspor-h-trabzon-xfuE2zhs
04.03.2021,2021,turkey,2-lig-white-group,Gumushanespor,Amedspor,4.4,3.49,1.74,1.99,1.80,1.88,1.85,https://www.oddsportal.com/soccer/turkey/2-lig-white-group/gumushanespor-amedspor-GpvI1f7m
04.03.2021,2021,england,premier-league,West Brom,Everton,4.21,3.7,1.91,2.03,1.85,1.87,1.92,https://www.oddsportal.com/soccer/england/premier-league/west-brom-everton-UsyB7Ivs
04.03.2021,2021,tunisia,ligue-professionnelle-1,Bizertin,Stade Tunisien,2.53,2.79,3.01,2.53,1.46,2.1,1.68,https://www.oddsportal.com/soccer/tunisia/ligue-professionnelle-1/bizertin-stade-tunisien-hzsWdfPN
04.03.2021,2021,colombia,primera-a,Chico,Millonarios,3.86,3.14,2.02,2.50,1.53,2.12,1.67,https://www.oddsportal.com/soccer/colombia/primera-a/chico-millonarios-dQtJYCwJ
04.03.2021,2021,bulgaria,bulgarian-cup,Naft Missan,Al Wasat,2.33,2.88,3.24,2.00,1.79,2.85,1.38,https://www.oddsportal.com/soccer/bulgaria/bulgarian-cup/botev-vratsa-chernomorets-balchik-0fJcU2m7
04.03.2021,2021,turkey,2-lig-red-group,Bodrumspor,FK Vanspor,1.99,3.36,3.43,2.00,1.78,1.78,1.97,https://www.oddsportal.com/soccer/turkey/2-lig-red-group/bodrumspor-fk-vanspor-GfVzwsf6
