date,season,country,league,team1,team2,home,draw,away,over,under,yes,no,link
22.02.2021,2021,world,friendly-international-women,Ecuador W,Bolivia W,1.23,6.15,10.6,1.52,2.43,2.04,1.74,https://www.oddsportal.com/soccer/world/friendly-international-women/ecuador-bolivia-jalQIT5q
22.02.2021,2021,serbia,super-liga,TSC Backa Topola,Backa,1.56,3.78,5.58,2.05,1.76,2.04,1.72,https://www.oddsportal.com/soccer/serbia/super-liga/tsc-backa-topola-backa-rF8dPeA7
22.02.2021,2021,england,premier-league-2,Leicester U23,Brighton U23,2.31,3.86,2.56,1.36,2.81,1.35,2.91,https://www.oddsportal.com/soccer/england/premier-league-2/leicester-brighton-bHX7mDGm
22.02.2021,2021,guatemala,liga-nacional,Comunicaciones,Xelaju,1.58,3.65,5.52,2.08,1.72,2.01,1.74,https://www.oddsportal.com/soccer/guatemala/liga-nacional/comunicaciones-xelaju-baQ6raic
22.02.2021,2021,mexico,liga-premier-serie-a,Leones Negros 2,Gavilanes de Matamoros,4.08,3.63,1.78,1.97,1.84,1.82,1.88,https://www.oddsportal.com/soccer/mexico/liga-premier-serie-a/leones-negros-gavilanes-de-matamoros-O4S2vt3Q
22.02.2021,2021,brazil,serie-a,Palmeiras,Atletico GO,1.7,3.73,5.22,2.08,1.81,1.98,1.8,https://www.oddsportal.com/soccer/brazil/serie-a/palmeiras-atletico-go-jX5jt9Nk
22.02.2021,2021,bangladesh,premier-league,Bangladesh Police,Sheikh Jamal,3.96,3.78,1.75,1.59,2.32,1.55,2.28,https://www.oddsportal.com/soccer/bangladesh/premier-league/bangladesh-police-sheikh-jamal-Ie7j1yQ4
22.02.2021,2021,cyprus,first-division,Paphos,Ermis,1.57,3.7,5.83,1.94,1.86,1.9,1.83,https://www.oddsportal.com/soccer/cyprus/first-division/paphos-ermis-8O0JcARA
22.02.2021,2021,portugal,campeonato-de-portugal,Leiria,Marinhense,1.56,3.65,5.57,2.19,1.60,2.19,1.61,https://www.oddsportal.com/soccer/portugal/campeonato-de-portugal/leiria-marinhense-6q2qrXtC
22.02.2021,2021,england,professional-development-league,Watford U23,Millwall U23,2.56,3.7,2.33,1.44,2.56,1.4,2.71,https://www.oddsportal.com/soccer/england/professional-development-league/watford-millwall-bmAOzJiL
22.02.2021,2021,uruguay,primera-division,Maldonado,Plaza Colonia,2.69,3.11,2.63,2.06,1.75,1.76,2.0,https://www.oddsportal.com/soccer/uruguay/primera-division/maldonado-plaza-colonia-4vMycMnK
22.02.2021,2021,england,premier-league-2,Everton U23,Manchester Utd U23,2.64,4.03,2.19,1.25,3.39,1.27,3.39,https://www.oddsportal.com/soccer/england/premier-league-2/everton-manchester-united-YZPKpB06
22.02.2021,2021,russia,russian-cup,Khimki,FK Krylya Sovetov Samara,2.51,3.43,2.9,2.07,1.82,1.81,1.97,https://www.oddsportal.com/soccer/russia/russian-cup/khimki-krylya-sovetov-samara-Uc1vGQoL
22.02.2021,2021,united-arab-emirates,presidents-cup,Al Sharjah,Al Nasr,2.22,3.74,2.69,1.55,2.34,1.49,2.45,https://www.oddsportal.com/soccer/united-arab-emirates/presidents-cup/al-sharjah-al-nasr-xMacAE20
22.02.2021,2021,england,professional-development-league,Nottingham U23,Sheffield Utd U23,3.55,3.9,1.81,1.47,2.59,1.48,2.47,https://www.oddsportal.com/soccer/england/professional-development-league/nottingham-sheffield-utd-jN6GxuN8
22.02.2021,2021,belgium,jupiler-league,Club Brugge KV,Leuven,1.34,5.47,8.23,1.50,2.58,1.79,2.0,https://www.oddsportal.com/soccer/belgium/jupiler-league/club-brugge-leuven-OvLvPrq3
22.02.2021,2021,portugal,liga-portugal-2,Feirense,Academica,2.35,3.04,3.23,2.44,1.57,2.04,1.74,https://www.oddsportal.com/soccer/portugal/liga-portugal-2/feirense-academica-QotsiMw7
22.02.2021,2021,argentina,copa-de-la-liga-profesional,Atl. Tucuman,Central Cordoba,2.24,3.36,3.27,2.13,1.74,1.86,1.92,https://www.oddsportal.com/soccer/argentina/copa-de-la-liga-profesional/atl-tucuman-central-cordoba-santiago-del-estero-2qRZhbj8
22.02.2021,2021,germany,3-liga,Wehen,Uerdingen,1.94,3.39,3.88,2.07,1.79,1.85,1.9,https://www.oddsportal.com/soccer/germany/3-liga/wehen-uerdingen-jJxEkPCp
22.02.2021,2021,germany,2-bundesliga,Greuther Furth,Holstein Kiel,2.5,3.32,2.89,1.85,2.02,1.63,2.24,https://www.oddsportal.com/soccer/germany/2-bundesliga/greuther-furth-holstein-kiel-d6GfCXSg
22.02.2021,2021,croatia,2-hnl,Osijek 2,Dragovoljac,2.39,3.23,2.8,2.03,1.76,1.76,1.99,https://www.oddsportal.com/soccer/croatia/2-hnl/osijek-dragovoljac-Sdu4N2Y9
